beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_peak,omega_e_min,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,t_domain_exit_yr,in_domain,omega_e_tailmean_numeric,n_resonance_crossings,nearest_resonance,d_to_resonance,min_d_separatrix,wall_s,omega_e_pred,rel_err_pred,H_drift_rel
165.00,0.8911,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,7.77599870e-04,8.72664626e-04,7.77599870e-04,7.77599870e-04,4.649233e-10,100.0000,1,107.0119,1.000000,2.977273e-02,NaN,1,NaN,1,SAM 2:1,0.070033,5.529159e-02,8.11,7.77599870e-04,6.000173e-11,0.000000e+00
15.00,0.9066,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,7.91180549e-04,8.72664626e-04,7.91180549e-04,7.91180549e-04,2.141068e-10,100.0000,1,56.7174,1.000000,2.887212e-02,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,7.65,7.91180549e-04,2.583416e-11,0.000000e+00
45.00,0.9066,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,7.91180549e-04,8.72664626e-04,7.91180549e-04,7.91180549e-04,2.141007e-10,100.0000,1,139.5391,1.000000,2.897698e-02,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,11.32,7.91180549e-04,2.583526e-11,0.000000e+00
75.00,0.9066,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,7.91180549e-04,8.72664626e-04,7.91180549e-04,7.91180549e-04,2.141004e-10,100.0000,1,91.8625,1.000000,2.715136e-02,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,10.80,7.91180549e-04,2.583773e-11,0.000000e+00
105.00,0.9066,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,7.91180549e-04,8.72664626e-04,7.91180549e-04,7.91180549e-04,2.140990e-10,100.0000,1,65.4145,1.000000,2.731177e-02,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,11.00,7.91180549e-04,2.583608e-11,0.000000e+00
135.00,0.9066,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,7.91180549e-04,8.72664626e-04,7.91180549e-04,7.91180549e-04,2.141044e-10,100.0000,1,55.7221,1.000000,2.890827e-02,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,12.15,7.91180549e-04,2.583649e-11,0.000000e+00
165.00,0.9066,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,7.91180549e-04,8.72664626e-04,7.91180549e-04,7.91180549e-04,2.141053e-10,100.0000,1,134.8465,1.000000,2.890487e-02,NaN,1,NaN,1,SAM 2:1,0.070033,7.372212e-02,6.94,7.91180549e-04,2.583690e-11,0.000000e+00
15.00,0.9222,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.04761229e-04,8.72664626e-04,8.04761229e-04,8.04761229e-04,9.734605e-11,100.0000,1,164.1672,1.000000,2.794482e-02,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,6.96,8.04761229e-04,1.100138e-11,0.000000e+00
45.00,0.9222,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.04761229e-04,8.72664626e-04,8.04761229e-04,8.04761229e-04,9.734780e-11,100.0000,1,93.3348,1.000000,2.806825e-02,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,9.97,8.04761229e-04,1.099680e-11,0.000000e+00
75.00,0.9222,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.04761229e-04,8.72664626e-04,8.04761229e-04,8.04761229e-04,9.734700e-11,100.0000,1,78.4395,1.000000,2.658398e-02,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,9.19,8.04761229e-04,1.099492e-11,0.000000e+00
105.00,0.9222,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.04761229e-04,8.72664626e-04,8.04761229e-04,8.04761229e-04,9.734174e-11,100.0000,1,62.4600,1.000000,2.601946e-02,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,9.12,8.04761229e-04,1.099936e-11,0.000000e+00
135.00,0.9222,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.04761229e-04,8.72664626e-04,8.04761229e-04,8.04761229e-04,9.734551e-11,100.0000,1,118.6127,1.000000,2.806132e-02,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,9.92,8.04761229e-04,1.099734e-11,0.000000e+00
165.00,0.9222,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.04761229e-04,8.72664626e-04,8.04761229e-04,8.04761229e-04,9.734403e-11,100.0000,1,24.2369,1.000000,2.806781e-02,NaN,1,NaN,1,SAM 2:1,0.070033,9.215264e-02,6.15,8.04761229e-04,1.099626e-11,0.000000e+00
15.00,0.9378,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.18341908e-04,8.72664626e-04,8.18341908e-04,8.18341908e-04,4.305505e-11,100.0000,1,54.6284,1.000000,2.698488e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,5.85,8.18341908e-04,4.560226e-12,0.000000e+00
45.00,0.9378,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.18341908e-04,8.72664626e-04,8.18341908e-04,8.18341908e-04,4.306353e-11,100.0000,1,65.5557,1.000000,2.718338e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,9.57,8.18341908e-04,4.555721e-12,0.000000e+00
75.00,0.9378,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.18341908e-04,8.72664626e-04,8.18341908e-04,8.18341908e-04,4.305889e-11,100.0000,1,67.0779,1.000000,2.568589e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,9.62,8.18341908e-04,4.558768e-12,0.000000e+00
105.00,0.9378,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.18341908e-04,8.72664626e-04,8.18341908e-04,8.18341908e-04,4.305889e-11,100.0000,1,94.9407,1.000000,2.575692e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,9.43,8.18341908e-04,4.555854e-12,0.000000e+00
135.00,0.9378,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.18341908e-04,8.72664626e-04,8.18341908e-04,8.18341908e-04,4.305942e-11,100.0000,1,137.6820,1.000000,2.699201e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,9.48,8.18341908e-04,4.561551e-12,0.000000e+00
165.00,0.9378,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.18341908e-04,8.72664626e-04,8.18341908e-04,8.18341908e-04,4.306075e-11,100.0000,1,113.6463,1.000000,2.713599e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.105832e-01,6.69,8.18341908e-04,4.559563e-12,0.000000e+00
15.00,0.9533,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.31922588e-04,8.72664626e-04,8.31922588e-04,8.31922588e-04,1.807163e-11,100.0000,1,109.5972,1.000000,2.632723e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,6.10,8.31922588e-04,1.798483e-12,0.000000e+00
45.00,0.9533,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.31922588e-04,8.72664626e-04,8.31922588e-04,8.31922588e-04,1.806616e-11,100.0000,1,97.1063,1.000000,2.620104e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,9.45,8.31922588e-04,1.795877e-12,0.000000e+00
75.00,0.9533,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.31922588e-04,8.72664626e-04,8.31922588e-04,8.31922588e-04,1.807932e-11,100.0000,1,103.9262,1.000000,2.494296e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,7.57,8.31922588e-04,1.791316e-12,0.000000e+00
105.00,0.9533,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.31922588e-04,8.72664626e-04,8.31922588e-04,8.31922588e-04,1.807202e-11,100.0000,1,73.9541,1.000000,2.485798e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,8.21,8.31922588e-04,1.794443e-12,0.000000e+00
135.00,0.9533,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.31922588e-04,8.72664626e-04,8.31922588e-04,8.31922588e-04,1.807372e-11,100.0000,1,115.2044,1.000000,2.625383e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,7.35,8.31922588e-04,1.792358e-12,0.000000e+00
165.00,0.9533,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.31922588e-04,8.72664626e-04,8.31922588e-04,8.31922588e-04,1.807372e-11,100.0000,1,82.1663,1.000000,2.629737e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.290137e-01,4.48,8.31922588e-04,1.794443e-12,0.000000e+00
15.00,0.9689,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.45503267e-04,8.72664626e-04,8.45503267e-04,8.45503267e-04,6.824869e-12,100.0000,1,51.2390,1.000000,2.546941e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,4.15,8.45503267e-04,6.302582e-13,0.000000e+00
45.00,0.9689,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.45503267e-04,8.72664626e-04,8.45503267e-04,8.45503267e-04,6.822818e-12,100.0000,1,111.7316,1.000000,2.550929e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,6.52,8.45503267e-04,6.347463e-13,0.000000e+00
75.00,0.9689,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.45503267e-04,8.72664626e-04,8.45503267e-04,8.45503267e-04,6.833461e-12,100.0000,1,110.7306,1.000000,2.413816e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,6.60,8.45503267e-04,6.210255e-13,0.000000e+00
105.00,0.9689,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.45503267e-04,8.72664626e-04,8.45503267e-04,8.45503267e-04,6.836667e-12,100.0000,1,81.7229,1.000000,2.414187e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,7.54,8.45503267e-04,6.197432e-13,0.000000e+00
135.00,0.9689,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.45503267e-04,8.72664626e-04,8.45503267e-04,8.45503267e-04,6.816662e-12,100.0000,1,43.4679,1.000000,2.550411e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,6.60,8.45503267e-04,6.364133e-13,0.000000e+00
165.00,0.9689,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.45503267e-04,8.72664626e-04,8.45503267e-04,8.45503267e-04,6.823074e-12,100.0000,1,117.1425,1.000000,2.549453e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.474442e-01,4.48,8.45503267e-04,6.323099e-13,0.000000e+00
15.00,0.9844,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.59083947e-04,8.72664626e-04,8.59083947e-04,8.59083947e-04,1.932695e-12,100.0000,1,162.3757,1.000000,2.455162e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,4.52,8.59083947e-04,1.888019e-13,0.000000e+00
45.00,0.9844,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.59083947e-04,8.72664626e-04,8.59083947e-04,8.59083947e-04,1.872369e-12,100.0000,1,122.2132,1.000000,2.430750e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,6.41,8.59083947e-04,2.516517e-13,0.000000e+00
75.00,0.9844,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.59083947e-04,8.72664626e-04,8.59083947e-04,8.59083947e-04,1.834508e-12,100.0000,1,62.5296,1.000000,2.342801e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,6.28,8.59083947e-04,2.939302e-13,0.000000e+00
105.00,0.9844,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.59083947e-04,8.72664626e-04,8.59083947e-04,8.59083947e-04,1.829460e-12,100.0000,1,77.7080,1.000000,2.341880e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,6.38,8.59083947e-04,2.949398e-13,0.000000e+00
135.00,0.9844,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.59083947e-04,8.72664626e-04,8.59083947e-04,8.59083947e-04,1.864797e-12,100.0000,1,89.1751,1.000000,2.455686e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,6.67,8.59083947e-04,2.530399e-13,0.000000e+00
165.00,0.9844,120.0,0.1000,1.0e-03,+1,8.72664626e-04,equilibrium,8.59083947e-04,8.72664626e-04,8.59083947e-04,8.59083947e-04,1.935219e-12,100.0000,1,13.7744,1.000000,2.473343e-02,NaN,1,NaN,0,SAM 2:1,0.070033,1.658748e-01,4.36,8.59083947e-04,1.898115e-13,0.000000e+00
15.00,0.3913,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.04882836e-03,5.23598776e-03,2.04882836e-03,2.04882836e-03,2.116726e-16,100.0000,1,163.4172,1.000000,4.890871e-03,NaN,1,NaN,17,SAM 2:1,0.070033,3.686942e-03,2.01,2.04882836e-03,3.386762e-15,0.000000e+00
45.00,0.3913,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.04882836e-03,5.23598776e-03,2.04882836e-03,2.04882836e-03,0.000000e+00,100.0000,1,73.4109,1.000000,5.230885e-03,NaN,1,NaN,17,SAM 2:1,0.070033,3.686921e-03,2.67,2.04882836e-03,7.831887e-15,0.000000e+00
75.00,0.3913,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.04882836e-03,5.23598776e-03,2.04882836e-03,2.04882836e-03,0.000000e+00,100.0000,1,107.7422,1.000000,4.354505e-03,NaN,1,NaN,17,SAM 2:1,0.070033,3.687018e-03,2.33,2.04882836e-03,1.079530e-14,0.000000e+00
105.00,0.3913,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.04882836e-03,5.23598776e-03,2.04882836e-03,2.04882836e-03,0.000000e+00,100.0000,1,115.9677,1.000000,4.309517e-03,NaN,1,NaN,17,SAM 2:1,0.070033,3.686797e-03,2.29,2.04882836e-03,1.079530e-14,0.000000e+00
135.00,0.3913,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.04882836e-03,5.23598776e-03,2.04882836e-03,2.04882836e-03,0.000000e+00,100.0000,1,73.9170,1.000000,5.478916e-03,NaN,1,NaN,17,SAM 2:1,0.070033,3.686768e-03,2.16,2.04882836e-03,8.043560e-15,0.000000e+00
165.00,0.3913,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.04882836e-03,5.23598776e-03,2.04882836e-03,2.04882836e-03,0.000000e+00,100.0000,1,25.3470,1.000000,4.887230e-03,NaN,1,NaN,17,SAM 2:1,0.070033,3.687294e-03,1.62,2.04882836e-03,3.810107e-15,0.000000e+00
15.00,0.4416,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.31241931e-03,5.23598776e-03,2.31241931e-03,2.31241931e-03,0.000000e+00,100.0000,1,144.1270,1.000000,3.952824e-03,NaN,1,NaN,17,SAM 2:1,0.070033,1.954851e-04,1.72,2.31241931e-03,2.625619e-15,0.000000e+00
45.00,0.4416,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.31241931e-03,5.23598776e-03,2.31241931e-03,2.31241931e-03,0.000000e+00,100.0000,1,40.6687,1.000000,4.743609e-03,NaN,1,NaN,17,SAM 2:1,0.070033,1.954860e-04,2.06,2.31241931e-03,6.188959e-15,0.000000e+00
75.00,0.4416,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.31241931e-03,5.23598776e-03,2.31241931e-03,2.31241931e-03,0.000000e+00,100.0000,1,117.1706,1.000000,3.463655e-03,NaN,1,NaN,17,SAM 2:1,0.070033,1.954847e-04,1.93,2.31241931e-03,9.189667e-15,0.000000e+00
105.00,0.4416,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.31241931e-03,5.23598776e-03,2.31241931e-03,2.31241931e-03,0.000000e+00,100.0000,1,104.1181,1.000000,3.461422e-03,NaN,1,NaN,17,SAM 2:1,0.070033,1.954859e-04,1.80,2.31241931e-03,9.189667e-15,0.000000e+00
135.00,0.4416,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.31241931e-03,5.23598776e-03,2.31241931e-03,2.31241931e-03,0.000000e+00,100.0000,1,120.5900,1.000000,4.953282e-03,NaN,1,NaN,17,SAM 2:1,0.070033,1.954853e-04,1.86,2.31241931e-03,6.376503e-15,0.000000e+00
165.00,0.4416,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.31241931e-03,5.23598776e-03,2.31241931e-03,2.31241931e-03,0.000000e+00,100.0000,1,47.2312,1.000000,3.947665e-03,NaN,1,NaN,17,SAM 2:1,0.070033,1.954883e-04,1.64,2.31241931e-03,2.813163e-15,0.000000e+00
15.00,0.4920,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.57601027e-03,5.23598776e-03,2.57601027e-03,2.57601027e-03,0.000000e+00,100.0000,1,64.3284,1.000000,3.241819e-03,NaN,1,NaN,15,SAM 2:1,0.070033,3.603672e-02,1.59,2.57601027e-03,2.525306e-15,0.000000e+00
45.00,0.4920,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.57601027e-03,5.23598776e-03,2.57601027e-03,2.57601027e-03,0.000000e+00,100.0000,1,118.0015,1.000000,3.226863e-03,NaN,1,NaN,15,SAM 2:1,0.070033,3.603680e-02,1.80,2.57601027e-03,5.892380e-15,0.000000e+00
75.00,0.4920,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.57601027e-03,5.23598776e-03,2.57601027e-03,2.57601027e-03,0.000000e+00,100.0000,1,68.0431,1.000000,2.814169e-03,NaN,1,NaN,15,SAM 2:1,0.070033,3.603628e-02,1.70,2.57601027e-03,8.080978e-15,0.000000e+00
105.00,0.4920,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.57601027e-03,5.23598776e-03,2.57601027e-03,2.57601027e-03,0.000000e+00,100.0000,1,66.7995,1.000000,2.825878e-03,NaN,1,NaN,15,SAM 2:1,0.070033,3.603684e-02,1.67,2.57601027e-03,8.080978e-15,0.000000e+00
135.00,0.4920,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.57601027e-03,5.23598776e-03,2.57601027e-03,2.57601027e-03,0.000000e+00,100.0000,1,41.1843,1.000000,3.189745e-03,NaN,1,NaN,15,SAM 2:1,0.070033,3.603633e-02,1.60,2.57601027e-03,5.555672e-15,0.000000e+00
165.00,0.4920,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.57601027e-03,5.23598776e-03,2.57601027e-03,2.57601027e-03,0.000000e+00,100.0000,1,127.3633,1.000000,3.239473e-03,NaN,1,NaN,15,SAM 2:1,0.070033,3.603763e-02,1.37,2.57601027e-03,2.525306e-15,0.000000e+00
15.00,0.5423,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.83960123e-03,5.23598776e-03,2.83960123e-03,2.83960123e-03,0.000000e+00,100.0000,1,50.2586,1.000000,3.310888e-03,NaN,1,NaN,15,SAM 2:1,0.070033,2.867295e-03,1.21,2.83960123e-03,2.596342e-15,0.000000e+00
45.00,0.5423,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.83960123e-03,5.23598776e-03,2.83960123e-03,2.83960123e-03,3.054520e-16,100.0000,1,96.7579,1.000000,2.745004e-03,NaN,1,NaN,15,SAM 2:1,0.070033,2.867301e-03,1.57,2.83960123e-03,4.581779e-15,0.000000e+00
75.00,0.5423,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.83960123e-03,5.23598776e-03,2.83960123e-03,2.83960123e-03,0.000000e+00,100.0000,1,84.6652,1.000000,2.840600e-03,NaN,1,NaN,15,SAM 2:1,0.070033,2.867301e-03,1.65,2.83960123e-03,7.025395e-15,0.000000e+00
105.00,0.5423,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.83960123e-03,5.23598776e-03,2.83960123e-03,2.83960123e-03,0.000000e+00,100.0000,1,112.6839,1.000000,2.357675e-03,NaN,1,NaN,15,SAM 2:1,0.070033,2.867301e-03,1.47,2.83960123e-03,7.025395e-15,0.000000e+00
135.00,0.5423,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.83960123e-03,5.23598776e-03,2.83960123e-03,2.83960123e-03,1.527260e-16,100.0000,1,115.5252,1.000000,2.749568e-03,NaN,1,NaN,15,SAM 2:1,0.070033,2.867301e-03,1.91,2.83960123e-03,4.887231e-15,0.000000e+00
165.00,0.5423,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,2.83960123e-03,5.23598776e-03,2.83960123e-03,2.83960123e-03,1.527260e-16,100.0000,1,118.0823,1.000000,2.750283e-03,NaN,1,NaN,15,SAM 2:1,0.070033,2.867297e-03,1.34,2.83960123e-03,2.443616e-15,0.000000e+00
15.00,0.5927,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.10319219e-03,5.23598776e-03,3.10319219e-03,3.10319219e-03,0.000000e+00,100.0000,1,82.9211,1.000000,2.357354e-03,NaN,1,NaN,14,SAM 2:1,0.070033,1.796957e-02,1.32,3.10319219e-03,1.956544e-15,0.000000e+00
45.00,0.5927,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.10319219e-03,5.23598776e-03,3.10319219e-03,3.10319219e-03,0.000000e+00,100.0000,1,42.0274,1.000000,2.356244e-03,NaN,1,NaN,14,SAM 2:1,0.070033,1.796926e-02,1.81,3.10319219e-03,4.332348e-15,0.000000e+00
75.00,0.5927,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.10319219e-03,5.23598776e-03,3.10319219e-03,3.10319219e-03,0.000000e+00,100.0000,1,79.5283,1.000000,1.986079e-03,NaN,1,NaN,14,SAM 2:1,0.070033,1.796537e-02,1.80,3.10319219e-03,6.149138e-15,0.000000e+00
105.00,0.5927,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.10319219e-03,5.23598776e-03,3.10319219e-03,3.10319219e-03,0.000000e+00,100.0000,1,62.4070,1.000000,1.999070e-03,NaN,1,NaN,14,SAM 2:1,0.070033,1.796921e-02,1.68,3.10319219e-03,6.149138e-15,0.000000e+00
135.00,0.5927,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.10319219e-03,5.23598776e-03,3.10319219e-03,3.10319219e-03,0.000000e+00,100.0000,1,115.2347,1.000000,2.356784e-03,NaN,1,NaN,14,SAM 2:1,0.070033,1.796947e-02,1.63,3.10319219e-03,4.192594e-15,0.000000e+00
165.00,0.5927,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.10319219e-03,5.23598776e-03,3.10319219e-03,3.10319219e-03,0.000000e+00,100.0000,1,85.2607,1.000000,2.345922e-03,NaN,1,NaN,14,SAM 2:1,0.070033,1.796959e-02,1.37,3.10319219e-03,2.096297e-15,0.000000e+00
15.00,0.6430,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.36678315e-03,5.23598776e-03,3.36678315e-03,3.36678315e-03,0.000000e+00,100.0000,1,138.7346,1.000000,2.048055e-03,NaN,1,NaN,14,SAM 2:1,0.070033,4.054084e-02,1.17,3.36678315e-03,2.060986e-15,0.000000e+00
45.00,0.6430,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.36678315e-03,5.23598776e-03,3.36678315e-03,3.36678315e-03,0.000000e+00,100.0000,1,114.0854,1.000000,2.043687e-03,NaN,1,NaN,14,SAM 2:1,0.070033,4.054068e-02,1.59,3.36678315e-03,3.864349e-15,0.000000e+00
75.00,0.6430,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.36678315e-03,5.23598776e-03,3.36678315e-03,3.36678315e-03,0.000000e+00,100.0000,1,80.2292,1.000000,1.708723e-03,NaN,1,NaN,14,SAM 2:1,0.070033,4.054086e-02,1.50,3.36678315e-03,5.796524e-15,0.000000e+00
105.00,0.6430,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.36678315e-03,5.23598776e-03,3.36678315e-03,3.36678315e-03,0.000000e+00,100.0000,1,62.4036,1.000000,1.705881e-03,NaN,1,NaN,14,SAM 2:1,0.070033,4.054070e-02,1.62,3.36678315e-03,5.796524e-15,0.000000e+00
135.00,0.6430,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.36678315e-03,5.23598776e-03,3.36678315e-03,3.36678315e-03,0.000000e+00,100.0000,1,98.3130,1.000000,2.044142e-03,NaN,1,NaN,14,SAM 2:1,0.070033,4.054113e-02,1.49,3.36678315e-03,3.864349e-15,0.000000e+00
165.00,0.6430,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.36678315e-03,5.23598776e-03,3.36678315e-03,3.36678315e-03,2.576233e-16,100.0000,1,52.7634,1.000000,2.034758e-03,NaN,1,NaN,14,SAM 2:1,0.070033,4.054076e-02,1.27,3.36678315e-03,2.060986e-15,0.000000e+00
15.00,0.6934,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.63037411e-03,5.23598776e-03,3.63037411e-03,3.63037411e-03,0.000000e+00,100.0000,1,128.6892,1.000000,1.799565e-03,NaN,1,NaN,12,SAM 2:1,0.070033,1.196916e-02,1.18,3.63037411e-03,2.030803e-15,0.000000e+00
45.00,0.6934,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.63037411e-03,5.23598776e-03,3.63037411e-03,3.63037411e-03,0.000000e+00,100.0000,1,128.6062,1.000000,1.801170e-03,NaN,1,NaN,12,SAM 2:1,0.070033,1.196916e-02,1.52,3.63037411e-03,3.703229e-15,0.000000e+00
75.00,0.6934,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.63037411e-03,5.23598776e-03,3.63037411e-03,3.63037411e-03,0.000000e+00,100.0000,1,75.1851,1.000000,1.496696e-03,NaN,1,NaN,12,SAM 2:1,0.070033,1.196916e-02,1.53,3.63037411e-03,5.375655e-15,0.000000e+00
105.00,0.6934,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.63037411e-03,5.23598776e-03,3.63037411e-03,3.63037411e-03,0.000000e+00,100.0000,1,62.9946,1.000000,1.496048e-03,NaN,1,NaN,12,SAM 2:1,0.070033,1.196916e-02,1.50,3.63037411e-03,5.375655e-15,0.000000e+00
135.00,0.6934,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.63037411e-03,5.23598776e-03,3.63037411e-03,3.63037411e-03,2.389180e-16,100.0000,1,81.1271,1.000000,1.799931e-03,NaN,1,NaN,12,SAM 2:1,0.070033,1.196916e-02,1.75,3.63037411e-03,3.703229e-15,0.000000e+00
165.00,0.6934,20.0,0.5000,1.0e-03,+1,5.23598776e-03,equilibrium,3.63037411e-03,5.23598776e-03,3.63037411e-03,3.63037411e-03,2.389180e-16,100.0000,1,62.9652,1.000000,1.799933e-03,NaN,1,NaN,12,SAM 2:1,0.070033,1.196916e-02,0.99,3.63037411e-03,1.672426e-15,0.000000e+00
