config,ic_id,band0,t_yr,omega_e,Id_over_Is,beta_deg
goes8_sa17,25,SAM,0.013934,1.46161320e-03,0.730257,179.5515
goes8_sa17,25,SAM,0.015362,1.49531037e-03,0.716957,179.6321
goes8_sa17,25,SAM,0.016936,1.52980353e-03,0.703387,179.7396
goes8_sa17,25,SAM,0.018672,1.56498365e-03,0.689567,179.7508
goes8_sa17,25,SAM,0.020585,1.60072582e-03,0.675506,179.7214
goes8_sa17,25,SAM,0.022695,1.63689349e-03,0.661211,179.7394
goes8_sa17,25,SAM,0.025021,1.67334190e-03,0.646676,179.7549
goes8_sa17,25,SAM,0.027585,1.70992382e-03,0.631882,179.7538
goes8_sa17,25,SAM,0.030412,1.74650001e-03,0.616797,179.7616
goes8_sa17,25,SAM,0.033529,1.78295194e-03,0.601371,179.7620
goes8_sa17,25,SAM,0.036966,1.81919933e-03,0.585530,179.7621
goes8_sa17,25,SAM,0.040754,1.85522365e-03,0.569178,179.7579
goes8_sa17,25,SAM,0.044931,1.89109864e-03,0.552191,179.7492
goes8_sa17,25,SAM,0.049535,1.92702958e-03,0.534417,179.7345
goes8_sa17,25,SAM,0.054612,1.96340191e-03,0.515685,179.7117
goes8_sa17,25,SAM,0.060209,2.00083783e-03,0.495811,179.6780
goes8_sa17,25,SAM,0.066379,2.04025319e-03,0.474627,179.6297
goes8_sa17,25,SAM,0.073182,2.08289303e-03,0.452034,179.5620
goes8_sa17,25,SAM,0.080683,2.13029802e-03,0.428078,179.4686
goes8_sa17,25,SAM,0.088951,2.18411516e-03,0.403074,179.3417
goes8_sa17,25,SAM,0.098068,2.24564333e-03,0.377727,179.1723
goes8_sa17,25,SAM,0.108118,2.31509033e-03,0.353192,178.9525
goes8_sa17,25,SAM,0.119199,2.39084678e-03,0.330943,178.6804
goes8_sa17,25,SAM,0.131415,2.46953384e-03,0.312362,178.3669
goes8_sa17,25,SAM,0.144883,2.54739498e-03,0.298229,178.0394
goes8_sa17,25,SAM,0.159731,2.62227513e-03,0.288458,177.7334
goes8_sa17,25,SAM,0.176101,2.69451698e-03,0.282275,177.4771
goes8_sa17,25,SAM,0.194149,2.76626082e-03,0.278653,177.2817
goes8_sa17,25,SAM,0.214047,2.84018734e-03,0.276664,177.1459
goes8_sa17,25,SAM,0.235983,2.91869846e-03,0.275629,177.0653
goes8_sa17,25,SAM,0.260168,3.00368967e-03,0.275113,177.0392
goes8_sa17,25,SAM,0.286832,3.09664374e-03,0.274865,177.0742
goes8_sa17,25,SAM,0.316228,3.19880515e-03,0.274749,177.1870
goes8_sa17,25,SAM,0.348637,3.31132862e-03,0.274696,177.4059
goes8_sa17,25,SAM,0.384367,3.43537892e-03,0.274672,177.7705
goes8_sa17,25,SAM,0.423759,3.57218918e-03,0.274660,178.3222
goes8_sa17,25,SAM,0.467188,3.72308794e-03,0.274655,179.0794
goes8_sa17,25,SAM,0.515068,3.88950568e-03,0.274653,179.8770
goes8_sa17,25,SAM,0.567855,4.07297997e-03,0.274652,179.0124
goes8_sa17,25,SAM,0.626052,4.27518883e-03,0.274651,178.2086
goes8_sa17,25,SAM,0.690213,4.49801570e-03,0.274651,177.7118
goes8_sa17,25,SAM,0.760950,4.74359866e-03,0.274652,177.6010
goes8_sa17,25,SAM,0.838936,5.01433057e-03,0.274654,177.9086
goes8_sa17,25,SAM,0.924915,5.31277023e-03,0.274661,178.9153
goes8_sa17,25,SAM,1.019705,5.64073764e-03,0.274704,178.9438
goes8_sa17,25,SAM,1.124210,5.98912909e-03,0.275137,176.7524
goes8_sa17,25,SAM,1.239425,6.12026349e-03,0.283518,174.7414
goes8_sa17,25,SAM,1.366448,3.58048821e-03,0.424559,178.9501
goes8_sa17,25,SAM,1.506489,2.49802006e-03,0.390570,179.8019
goes8_sa17,25,SAM,1.660883,3.13209356e-03,0.276681,177.8542
goes8_sa17,25,SAM,1.831099,3.72340884e-03,0.274721,177.7869
goes8_sa17,25,SAM,2.018760,4.37458452e-03,0.274670,179.2475
goes8_sa17,25,SAM,2.225654,5.09047667e-03,0.274714,177.7549
goes8_sa17,25,SAM,2.453751,5.77379574e-03,0.277796,165.9433
goes8_sa17,25,SAM,2.705225,2.53120128e-03,0.426696,179.6548
goes8_sa17,25,SAM,2.982471,3.50020941e-03,0.274918,179.8593
goes8_sa17,25,SAM,3.288131,4.55917001e-03,0.274680,176.4659
goes8_sa17,25,SAM,3.625117,5.58928889e-03,0.277680,149.0863
goes8_sa17,25,SAM,3.996639,2.96909583e-03,0.279338,179.8212
goes8_sa17,25,SAM,4.406236,4.39646824e-03,0.274663,177.9671
goes8_sa17,25,SAM,4.857812,5.81874569e-03,0.278712,158.4977
goes8_sa17,25,SAM,5.355667,3.39374470e-03,0.274938,177.4707
goes8_sa17,25,SAM,5.904545,5.29392363e-03,0.274762,175.8378
goes8_sa17,25,SAM,6.509675,3.20633445e-03,0.275378,179.8905
goes8_sa17,25,SAM,7.176822,5.44094933e-03,0.275164,145.2370
goes8_sa17,25,SAM,7.912343,3.97087928e-03,0.274665,178.6577
goes8_sa17,25,SAM,8.723243,2.36749942e-03,0.412795,179.5156
goes8_sa17,25,SAM,9.617249,5.57552488e-03,0.275106,154.0827
goes8_sa17,25,SAM,10.602877,4.81508842e-03,0.274664,178.8236
goes8_sa17,25,SAM,11.689518,4.27385411e-03,0.274661,177.6980
goes8_sa17,25,SAM,12.887524,4.27412470e-03,0.274659,178.6252
goes8_sa17,25,SAM,14.208308,4.67337887e-03,0.274660,176.8263
goes8_sa17,25,SAM,15.664454,5.42461410e-03,0.274947,145.9481
goes8_sa17,25,SAM,17.269833,2.45820594e-03,0.367307,178.6692
goes8_sa17,25,SAM,19.039740,4.51557696e-03,0.274660,178.5937
goes8_sa17,25,SAM,20.991037,2.75455657e-03,0.293233,179.8975
goes8_sa17,25,SAM,23.142314,5.66908150e-03,0.280821,141.1193
goes8_sa17,25,SAM,25.514065,5.69576905e-03,0.276022,148.6310
goes8_sa17,25,SAM,28.128887,2.47799717e-03,0.554072,179.7280
goes8_sa17,25,SAM,31.011689,3.61688745e-03,0.274709,179.4941
goes8_sa17,25,SAM,34.189937,4.27178903e-03,0.367366,133.2881
goes8_sa17,25,SAM,37.693910,5.55920975e-03,0.275655,140.4333
goes8_sa17,25,SAM,41.556988,2.99352456e-03,0.491141,179.0404
goes8_sa17,25,SAM,45.815977,4.14825830e-03,0.274662,177.7955
goes8_sa17,25,SAM,50.511449,3.55150328e-03,0.274728,179.8891
goes8_sa17,25,SAM,55.688140,4.42736453e-03,0.274664,177.9502
goes8_sa17,25,SAM,61.395366,3.13001439e-03,0.275760,177.9585
goes8_sa17,25,SAM,67.687500,3.69414601e-03,0.274691,177.6422
goes8_sa17,25,SAM,74.624487,2.34553180e-03,0.505891,179.7770
goes8_sa17,25,SAM,82.272413,3.52781653e-03,0.274727,177.0082
goes8_sa17,25,SAM,90.704142,3.08248977e-03,0.275988,177.5913
goes8_sa17,25,SAM,100.000000,5.49166458e-03,0.274911,166.6338
goes8_sa17,26,SAM,0.000000,3.38319106e-04,0.969516,35.0622
goes8_sa17,26,SAM,0.001000,8.13555125e-04,0.994755,67.3313
goes8_sa17,26,SAM,0.001102,8.60187698e-04,0.994890,68.5006
goes8_sa17,26,SAM,0.001215,9.10398431e-04,0.995019,69.5678
goes8_sa17,26,SAM,0.001340,9.64526880e-04,0.995143,70.5310
goes8_sa17,26,SAM,0.001477,1.02296408e-03,0.995266,71.3885
goes8_sa17,26,SAM,0.001629,1.08616114e-03,0.995388,72.1385
goes8_sa17,26,SAM,0.001796,1.15463942e-03,0.995512,72.7794
goes8_sa17,26,SAM,0.001980,1.22900213e-03,0.995637,73.3092
goes8_sa17,26,SAM,0.002183,1.30994730e-03,0.995764,73.7265
goes8_sa17,26,SAM,0.002406,1.39828174e-03,0.995893,74.0305
goes8_sa17,26,SAM,0.002653,1.49493555e-03,0.996024,74.2213
goes8_sa17,26,SAM,0.002925,1.60097677e-03,0.996154,74.3006
goes8_sa17,26,SAM,0.003225,1.71762553e-03,0.996285,74.2718
goes8_sa17,26,SAM,0.003555,1.84626716e-03,0.996415,74.1405
goes8_sa17,26,SAM,0.003919,1.98846398e-03,0.996543,73.9148
goes8_sa17,26,SAM,0.004321,2.14596547e-03,0.996669,73.6048
goes8_sa17,26,SAM,0.004764,2.32071708e-03,0.996794,73.2226
goes8_sa17,26,SAM,0.005252,2.51486794e-03,0.996916,72.7819
goes8_sa17,26,SAM,0.005790,2.73077831e-03,0.997037,72.2972
goes8_sa17,26,SAM,0.006384,2.97102734e-03,0.997157,71.7834
goes8_sa17,26,SAM,0.007038,3.23842228e-03,0.997277,71.2546
goes8_sa17,26,SAM,0.007759,3.53600964e-03,0.997397,70.7243
goes8_sa17,26,SAM,0.008555,3.86708889e-03,0.997518,70.2041
goes8_sa17,26,SAM,0.009431,4.23522927e-03,0.997640,69.7042
goes8_sa17,26,SAM,0.010398,4.64428977e-03,0.997764,69.2329
goes8_sa17,26,SAM,0.011464,5.09844256e-03,0.997889,68.7968
goes8_sa17,26,SAM,0.012638,5.60220014e-03,0.998016,68.4007
goes8_sa17,26,SAM,0.013934,6.16044666e-03,0.998145,68.0476
goes8_sa17,26,SAM,0.015362,6.77847417e-03,0.998274,67.7394
goes8_sa17,26,SAM,0.016936,7.46202473e-03,0.998404,67.4763
goes8_sa17,26,SAM,0.018672,8.21734020e-03,0.998533,67.2576
goes8_sa17,26,SAM,0.020585,9.05122132e-03,0.998662,67.0810
goes8_sa17,26,SAM,0.022695,9.97109865e-03,0.998789,66.9436
goes8_sa17,26,SAM,0.025021,1.09851181e-02,0.998913,66.8410
goes8_sa17,26,SAM,0.027585,1.21022440e-02,0.999033,66.7681
goes8_sa17,26,SAM,0.030412,1.33323829e-02,0.999149,66.7189
goes8_sa17,26,SAM,0.033529,1.46865322e-02,0.999260,66.6867
goes8_sa17,26,SAM,0.036966,1.61769556e-02,0.999365,66.6641
goes8_sa17,26,SAM,0.040754,1.78173916e-02,0.999462,66.6431
goes8_sa17,26,SAM,0.044931,1.96232953e-02,0.999552,66.6155
goes8_sa17,26,SAM,0.049535,2.16121213e-02,0.999633,66.5728
goes8_sa17,26,SAM,0.054612,2.38036490e-02,0.999705,66.5066
goes8_sa17,26,SAM,0.060209,2.62203573e-02,0.999768,66.4085
goes8_sa17,26,SAM,0.066379,2.88878536e-02,0.999823,66.2703
goes8_sa17,26,SAM,0.073182,3.18353631e-02,0.999868,66.0844
goes8_sa17,26,SAM,0.080683,3.50962878e-02,0.999904,65.8435
goes8_sa17,26,SAM,0.088951,3.87088397e-02,0.999933,65.5414
goes8_sa17,26,SAM,0.098068,4.27167583e-02,0.999955,65.1728
goes8_sa17,26,SAM,0.108118,4.71701166e-02,0.999971,64.7334
goes8_sa17,26,SAM,0.119199,5.21262174e-02,0.999982,64.2206
goes8_sa17,26,SAM,0.131415,5.76505721e-02,0.999989,63.6337
goes8_sa17,26,SAM,0.144883,6.38179417e-02,0.999994,62.9742
goes8_sa17,26,SAM,0.159731,7.07133880e-02,0.999997,62.2466
goes8_sa17,26,SAM,0.176101,7.84332362e-02,0.999999,61.4589
goes8_sa17,26,SAM,0.194149,8.70857643e-02,0.999999,60.6243
goes8_sa17,26,SAM,0.214047,9.67912889e-02,1.000000,59.7624
goes8_sa17,26,SAM,0.235983,1.07681080e-01,1.000000,58.9027
goes8_sa17,26,SAM,0.260168,1.19894170e-01,1.000000,58.0880
goes8_sa17,26,SAM,0.286832,1.33570623e-01,1.000000,57.3804
goes8_sa17,26,SAM,0.316228,1.48839252e-01,1.000000,56.8681
goes8_sa17,26,SAM,0.348637,1.65797616e-01,1.000000,56.6716
goes8_sa17,26,SAM,0.384367,1.84483233e-01,1.000000,56.9451
goes8_sa17,26,SAM,0.423759,2.04839252e-01,1.000000,57.8658
goes8_sa17,26,SAM,0.467188,2.26686108e-01,1.000000,59.6020
goes8_sa17,26,SAM,0.515068,2.49719078e-01,1.000000,62.2648
goes8_sa17,26,SAM,0.567855,2.73546835e-01,1.000000,65.8645
goes8_sa17,26,SAM,0.626052,2.97756310e-01,1.000000,70.3021
goes8_sa17,26,SAM,0.690213,3.21951624e-01,1.000000,75.4028
goes8_sa17,26,SAM,0.760950,3.45716160e-01,1.000000,80.9420
goes8_sa17,26,SAM,0.838936,3.68517604e-01,1.000000,86.5846
goes8_sa17,26,SAM,0.924915,3.89748690e-01,1.000000,91.6401
goes8_sa17,26,SAM,1.019705,4.09450337e-01,1.000000,94.6072
goes8_sa17,26,SAM,1.124210,4.30239634e-01,1.000000,93.0580
goes8_sa17,26,SAM,1.239425,4.58154520e-01,1.000000,85.6847
goes8_sa17,26,SAM,1.366448,4.98262884e-01,1.000000,76.4200
goes8_sa17,26,SAM,1.506489,5.49927535e-01,1.000000,72.8914
goes8_sa17,26,SAM,1.660883,6.05481438e-01,1.000000,78.5655
goes8_sa17,26,SAM,1.831099,6.54890894e-01,1.000000,89.5895
goes8_sa17,26,SAM,2.018760,6.92465228e-01,1.000000,96.7797
goes8_sa17,26,SAM,2.225654,7.34209056e-01,1.000000,88.2200
goes8_sa17,26,SAM,2.453751,8.06988186e-01,1.000000,74.7278
goes8_sa17,26,SAM,2.705225,8.93790282e-01,1.000000,82.9791
goes8_sa17,26,SAM,2.982471,9.54847138e-01,1.000000,98.3393
goes8_sa17,26,SAM,3.288131,NaN,NaN,NaN
goes8_sa17,26,SAM,3.625117,NaN,NaN,NaN
goes8_sa17,26,SAM,3.996639,NaN,NaN,NaN
goes8_sa17,26,SAM,4.406236,NaN,NaN,NaN
goes8_sa17,26,SAM,4.857812,NaN,NaN,NaN
goes8_sa17,26,SAM,5.355667,NaN,NaN,NaN
goes8_sa17,26,SAM,5.904545,NaN,NaN,NaN
goes8_sa17,26,SAM,6.509675,NaN,NaN,NaN
goes8_sa17,26,SAM,7.176822,NaN,NaN,NaN
goes8_sa17,26,SAM,7.912343,NaN,NaN,NaN
goes8_sa17,26,SAM,8.723243,NaN,NaN,NaN
goes8_sa17,26,SAM,9.617249,NaN,NaN,NaN
goes8_sa17,26,SAM,10.602877,NaN,NaN,NaN
goes8_sa17,26,SAM,11.689518,NaN,NaN,NaN
goes8_sa17,26,SAM,12.887524,NaN,NaN,NaN
goes8_sa17,26,SAM,14.208308,NaN,NaN,NaN
goes8_sa17,26,SAM,15.664454,NaN,NaN,NaN
goes8_sa17,26,SAM,17.269833,NaN,NaN,NaN
goes8_sa17,26,SAM,19.039740,NaN,NaN,NaN
goes8_sa17,26,SAM,20.991037,NaN,NaN,NaN
goes8_sa17,26,SAM,23.142314,NaN,NaN,NaN
goes8_sa17,26,SAM,25.514065,NaN,NaN,NaN
goes8_sa17,26,SAM,28.128887,NaN,NaN,NaN
goes8_sa17,26,SAM,31.011689,NaN,NaN,NaN
goes8_sa17,26,SAM,34.189937,NaN,NaN,NaN
goes8_sa17,26,SAM,37.693910,NaN,NaN,NaN
goes8_sa17,26,SAM,41.556988,NaN,NaN,NaN
goes8_sa17,26,SAM,45.815977,NaN,NaN,NaN
goes8_sa17,26,SAM,50.511449,NaN,NaN,NaN
goes8_sa17,26,SAM,55.688140,NaN,NaN,NaN
goes8_sa17,26,SAM,61.395366,NaN,NaN,NaN
goes8_sa17,26,SAM,67.687500,NaN,NaN,NaN
goes8_sa17,26,SAM,74.624487,NaN,NaN,NaN
goes8_sa17,26,SAM,82.272413,NaN,NaN,NaN
goes8_sa17,26,SAM,90.704142,NaN,NaN,NaN
goes8_sa17,26,SAM,100.000000,NaN,NaN,NaN
goes8_sa17,27,SAM,0.000000,5.43604690e-04,0.991303,108.2356
goes8_sa17,27,SAM,0.001000,3.43131224e-04,0.960787,143.2338
goes8_sa17,27,SAM,0.001102,3.69349899e-04,0.956321,143.4281
goes8_sa17,27,SAM,0.001215,3.89932402e-04,0.951338,144.5472
goes8_sa17,27,SAM,0.001340,4.08121080e-04,0.945908,146.2418
goes8_sa17,27,SAM,0.001477,4.24947775e-04,0.939935,148.4104
goes8_sa17,27,SAM,0.001629,4.40927284e-04,0.933290,150.9929
goes8_sa17,27,SAM,0.001796,4.56373918e-04,0.925842,153.9258
goes8_sa17,27,SAM,0.001980,4.71511234e-04,0.917472,157.1226
goes8_sa17,27,SAM,0.002183,4.86518840e-04,0.908091,160.4666
goes8_sa17,27,SAM,0.002406,5.01551859e-04,0.897656,163.8137
goes8_sa17,27,SAM,0.002653,5.16746272e-04,0.886176,167.0040
goes8_sa17,27,SAM,0.002925,5.32218326e-04,0.873705,169.8803
goes8_sa17,27,SAM,0.003225,5.48064184e-04,0.860329,172.3094
goes8_sa17,27,SAM,0.003555,5.64363027e-04,0.846139,174.2151
goes8_sa17,27,SAM,0.003919,5.81183263e-04,0.831209,175.6201
goes8_sa17,27,SAM,0.004321,5.98588987e-04,0.815589,176.6605
goes8_sa17,27,SAM,0.004764,6.16643512e-04,0.799303,177.5062
goes8_sa17,27,SAM,0.005252,6.35409011e-04,0.782365,178.2425
goes8_sa17,27,SAM,0.005790,6.54944837e-04,0.764782,178.8567
goes8_sa17,27,SAM,0.006384,6.75307877e-04,0.746561,179.3422
goes8_sa17,27,SAM,0.007038,6.96554243e-04,0.727708,179.7086
goes8_sa17,27,SAM,0.007759,7.18739913e-04,0.708225,179.7734
goes8_sa17,27,SAM,0.008555,7.41921941e-04,0.688115,179.7235
goes8_sa17,27,SAM,0.009431,7.66160170e-04,0.667377,179.8177
goes8_sa17,27,SAM,0.010398,7.91516949e-04,0.646013,179.9253
goes8_sa17,27,SAM,0.011464,8.18057659e-04,0.624029,179.8592
goes8_sa17,27,SAM,0.012638,8.45853716e-04,0.601436,179.8821
goes8_sa17,27,SAM,0.013934,8.74984219e-04,0.578251,179.8768
goes8_sa17,27,SAM,0.015362,9.05536723e-04,0.554509,179.8767
goes8_sa17,27,SAM,0.016936,9.37607802e-04,0.530262,179.8663
goes8_sa17,27,SAM,0.018672,9.71299917e-04,0.505593,179.8575
goes8_sa17,27,SAM,0.020585,1.00671306e-03,0.480629,179.8421
goes8_sa17,27,SAM,0.022695,1.04392659e-03,0.455558,179.8196
goes8_sa17,27,SAM,0.025021,1.08296620e-03,0.430646,179.7888
goes8_sa17,27,SAM,0.027585,1.12375155e-03,0.406251,179.7477
goes8_sa17,27,SAM,0.030412,1.16602560e-03,0.382830,179.6937
goes8_sa17,27,SAM,0.033529,1.20928085e-03,0.360920,179.6241
goes8_sa17,27,SAM,0.036966,1.25272121e-03,0.341089,179.5367
goes8_sa17,27,SAM,0.040754,1.29531695e-03,0.323849,179.4303
goes8_sa17,27,SAM,0.044931,1.33599399e-03,0.309550,179.3058
goes8_sa17,27,SAM,0.049535,1.37392475e-03,0.298297,179.1669
goes8_sa17,27,SAM,0.054612,1.40879438e-03,0.289924,179.0193
goes8_sa17,27,SAM,0.060209,1.44089983e-03,0.284041,178.8689
goes8_sa17,27,SAM,0.066379,1.47104014e-03,0.280142,178.7199
goes8_sa17,27,SAM,0.073182,1.50028317e-03,0.277700,178.5738
goes8_sa17,27,SAM,0.080683,1.52973612e-03,0.276258,178.4303
goes8_sa17,27,SAM,0.088951,1.56039832e-03,0.275452,178.2878
goes8_sa17,27,SAM,0.098068,1.59310630e-03,0.275029,178.1454
goes8_sa17,27,SAM,0.108118,1.62854322e-03,0.274818,178.0020
goes8_sa17,27,SAM,0.119199,1.66727870e-03,0.274720,177.8579
goes8_sa17,27,SAM,0.131415,1.70981531e-03,0.274678,177.7160
goes8_sa17,27,SAM,0.144883,1.75662921e-03,0.274660,177.5777
goes8_sa17,27,SAM,0.159731,1.80820095e-03,0.274653,177.4452
goes8_sa17,27,SAM,0.176101,1.86503724e-03,0.274651,177.3274
goes8_sa17,27,SAM,0.194149,1.92768577e-03,0.274650,177.2203
goes8_sa17,27,SAM,0.214047,1.99674592e-03,0.274650,177.1344
goes8_sa17,27,SAM,0.235983,2.07287743e-03,0.274650,177.1096
goes8_sa17,27,SAM,0.260168,2.15680812e-03,0.274650,177.0652
goes8_sa17,27,SAM,0.286832,2.24934202e-03,0.274650,177.2240
goes8_sa17,27,SAM,0.316228,2.35136870e-03,0.274650,177.2229
goes8_sa17,27,SAM,0.348637,2.46386939e-03,0.274650,177.9717
goes8_sa17,27,SAM,0.384367,2.58792400e-03,0.274650,178.3647
goes8_sa17,27,SAM,0.423759,2.72463179e-03,0.274650,176.4956
goes8_sa17,27,SAM,0.467188,2.87455441e-03,0.274650,172.0633
goes8_sa17,27,SAM,0.515068,3.03066838e-03,0.274650,157.0868
goes8_sa17,27,SAM,0.567855,3.07225218e-03,0.274650,126.2749
goes8_sa17,27,SAM,0.626052,2.54972197e-03,0.274650,97.2691
goes8_sa17,27,SAM,0.690213,1.63539322e-03,0.274650,88.1188
goes8_sa17,27,SAM,0.760950,3.25997526e-04,0.700861,83.9055
goes8_sa17,27,SAM,0.838936,1.17313210e-03,0.274887,177.6611
goes8_sa17,27,SAM,0.924915,1.47226368e-03,0.274650,178.6981
goes8_sa17,27,SAM,1.019705,1.80168329e-03,0.274650,176.8961
goes8_sa17,27,SAM,1.124210,2.02131736e-03,0.274650,118.9066
goes8_sa17,27,SAM,1.239425,4.97248219e-04,0.284216,87.6249
goes8_sa17,27,SAM,1.366448,9.52897267e-04,0.274650,177.5179
goes8_sa17,27,SAM,1.506489,6.97502939e-04,0.274650,90.4623
goes8_sa17,27,SAM,1.660883,7.66544274e-04,0.274650,155.5262
goes8_sa17,27,SAM,1.831099,1.66666431e-02,0.967814,128.0910
goes8_sa17,27,SAM,2.018760,3.69023790e-02,0.968224,156.8217
goes8_sa17,27,SAM,2.225654,4.51385937e-02,0.980442,143.3915
goes8_sa17,27,SAM,2.453751,3.14342555e-02,0.968563,147.6397
goes8_sa17,27,SAM,2.705225,4.77476266e-02,0.977025,148.1817
goes8_sa17,27,SAM,2.982471,3.66894069e-02,0.969841,151.6906
goes8_sa17,27,SAM,3.288131,3.95030148e-02,0.973687,148.5175
goes8_sa17,27,SAM,3.625117,4.01494214e-02,0.971806,151.4328
goes8_sa17,27,SAM,3.996639,3.77363761e-02,0.971549,149.5287
goes8_sa17,27,SAM,4.406236,4.20786256e-02,0.972680,151.9042
goes8_sa17,27,SAM,4.857812,4.09072921e-02,0.971748,152.3087
goes8_sa17,27,SAM,5.355667,4.37138129e-02,0.971780,155.7335
goes8_sa17,27,SAM,5.904545,4.35072681e-02,0.972299,153.5831
goes8_sa17,27,SAM,6.509675,4.44375960e-02,0.974889,149.8963
goes8_sa17,27,SAM,7.176822,3.42491061e-02,0.970911,147.1491
goes8_sa17,27,SAM,7.912343,4.44652032e-02,0.972109,154.9834
goes8_sa17,27,SAM,8.723243,3.26320450e-02,0.970086,146.6884
goes8_sa17,27,SAM,9.617249,3.49336547e-02,0.973407,145.2146
goes8_sa17,27,SAM,10.602877,3.62986145e-02,0.974028,145.6408
goes8_sa17,27,SAM,11.689518,3.21973316e-02,0.970826,145.2929
goes8_sa17,27,SAM,12.887524,4.28515176e-02,0.971308,155.4233
goes8_sa17,27,SAM,14.208308,3.45445865e-02,0.970700,147.7889
goes8_sa17,27,SAM,15.664454,3.25992587e-02,0.971577,144.9023
goes8_sa17,27,SAM,17.269833,3.67445537e-02,0.970427,150.8065
goes8_sa17,27,SAM,19.039740,4.01289983e-02,0.974052,148.1384
goes8_sa17,27,SAM,20.991037,4.35123761e-02,0.973869,150.6114
goes8_sa17,27,SAM,23.142314,3.45328734e-02,0.971730,146.4348
goes8_sa17,27,SAM,25.514065,4.57510403e-02,0.974857,150.7568
goes8_sa17,27,SAM,28.128887,3.48762910e-02,0.972042,146.4133
goes8_sa17,27,SAM,31.011689,4.22284561e-02,0.974100,149.4170
goes8_sa17,27,SAM,34.189937,3.42787240e-02,0.970904,147.2045
goes8_sa17,27,SAM,37.693910,3.22336689e-02,0.970725,145.4437
goes8_sa17,27,SAM,41.556988,4.13311482e-02,0.975166,147.6232
goes8_sa17,27,SAM,45.815977,3.77455831e-02,0.970082,152.5825
goes8_sa17,27,SAM,50.511449,4.59628740e-02,0.974802,150.9890
goes8_sa17,27,SAM,55.688140,3.22375263e-02,0.970868,145.2853
goes8_sa17,27,SAM,61.395366,4.53086022e-02,0.971667,157.9036
goes8_sa17,27,SAM,67.687500,3.22399044e-02,0.970885,145.2693
goes8_sa17,27,SAM,74.624487,3.45693028e-02,0.973131,145.1667
goes8_sa17,27,SAM,82.272413,3.68761431e-02,0.970428,150.9627
goes8_sa17,27,SAM,90.704142,3.23024704e-02,0.970499,145.7851
goes8_sa17,27,SAM,100.000000,4.29963461e-02,0.973994,150.0699
goes8_sa17,28,SAM,0.000000,2.48725381e-03,0.996702,31.1079
goes8_sa17,28,SAM,0.001000,3.20200122e-03,0.998595,42.9743
goes8_sa17,28,SAM,0.001102,3.27037903e-03,0.998669,43.9656
goes8_sa17,28,SAM,0.001215,3.34460494e-03,0.998740,45.0066
goes8_sa17,28,SAM,0.001340,3.42506996e-03,0.998808,46.0931
goes8_sa17,28,SAM,0.001477,3.51218655e-03,0.998871,47.2192
goes8_sa17,28,SAM,0.001629,3.60639400e-03,0.998931,48.3778
goes8_sa17,28,SAM,0.001796,3.70816545e-03,0.998986,49.5606
goes8_sa17,28,SAM,0.001980,3.81801652e-03,0.999037,50.7580
goes8_sa17,28,SAM,0.002183,3.93651564e-03,0.999084,51.9599
goes8_sa17,28,SAM,0.002406,4.06429572e-03,0.999127,53.1555
goes8_sa17,28,SAM,0.002653,4.20206694e-03,0.999166,54.3341
goes8_sa17,28,SAM,0.002925,4.35063053e-03,0.999202,55.4850
goes8_sa17,28,SAM,0.003225,4.51089323e-03,0.999235,56.5983
goes8_sa17,28,SAM,0.003555,4.68388233e-03,0.999265,57.6649
goes8_sa17,28,SAM,0.003919,4.87076126e-03,0.999293,58.6769
goes8_sa17,28,SAM,0.004321,5.07284589e-03,0.999319,59.6278
goes8_sa17,28,SAM,0.004764,5.29162156e-03,0.999344,60.5127
goes8_sa17,28,SAM,0.005252,5.52876109e-03,0.999367,61.3279
goes8_sa17,28,SAM,0.005790,5.78614413e-03,0.999390,62.0716
goes8_sa17,28,SAM,0.006384,6.06587771e-03,0.999412,62.7429
goes8_sa17,28,SAM,0.007038,6.37031853e-03,0.999434,63.3428
goes8_sa17,28,SAM,0.007759,6.70209682e-03,0.999456,63.8729
goes8_sa17,28,SAM,0.008555,7.06414196e-03,0.999478,64.3362
goes8_sa17,28,SAM,0.009431,7.45970995e-03,0.999500,64.7366
goes8_sa17,28,SAM,0.010398,7.89241242e-03,0.999523,65.0787
goes8_sa17,28,SAM,0.011464,8.36624756e-03,0.999546,65.3676
goes8_sa17,28,SAM,0.012638,8.88563249e-03,0.999570,65.6090
goes8_sa17,28,SAM,0.013934,9.45543728e-03,0.999595,65.8091
goes8_sa17,28,SAM,0.015362,1.00810203e-02,0.999620,65.9742
goes8_sa17,28,SAM,0.016936,1.07682652e-02,0.999646,66.1109
goes8_sa17,28,SAM,0.018672,1.15236187e-02,0.999672,66.2257
goes8_sa17,28,SAM,0.020585,1.23541302e-02,0.999698,66.3252
goes8_sa17,28,SAM,0.022695,1.32674928e-02,0.999725,66.4159
goes8_sa17,28,SAM,0.025021,1.42720853e-02,0.999751,66.5037
goes8_sa17,28,SAM,0.027585,1.53770172e-02,0.999777,66.5948
goes8_sa17,28,SAM,0.030412,1.65921756e-02,0.999803,66.6943
goes8_sa17,28,SAM,0.033529,1.79282761e-02,0.999827,66.8074
goes8_sa17,28,SAM,0.036966,1.93969193e-02,0.999851,66.9383
goes8_sa17,28,SAM,0.040754,2.10106544e-02,0.999873,67.0905
goes8_sa17,28,SAM,0.044931,2.27830526e-02,0.999894,67.2668
goes8_sa17,28,SAM,0.049535,2.47287958e-02,0.999913,67.4691
