beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,in_domain,omega_e_pred,rel_err_pred,alpha_rev_per_yr,beta_pole_min_deg,wall_s,error
105.00,0.7659,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.01041876e-03,4.01041876e-03,2.141143e-14,100.0000,1,103.8583,1.000000,3.209393e-03,1,4.01041876e-03,1.650194e-13,3.088519,34.4904,1.87,
135.00,0.7659,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.01041876e-03,4.01041876e-03,3.179273e-14,100.0000,1,136.8253,1.000000,2.614767e-03,1,4.01041876e-03,2.943531e-13,3.820351,5.8609,2.71,
165.00,0.7659,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.01041876e-03,4.01041876e-03,3.482061e-14,100.0000,1,163.6551,1.000000,2.518313e-03,1,4.01041876e-03,3.354458e-13,2.668972,1.1417,2.50,
15.00,0.7841,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.10549820e-03,4.10549820e-03,1.267610e-15,100.0000,1,39.2463,1.000000,2.574731e-03,1,4.10549820e-03,4.225367e-15,4.574454,13.3068,2.60,
45.00,0.7841,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.10549820e-03,4.10549820e-03,7.605660e-15,100.0000,1,64.8609,1.000000,3.083782e-03,1,4.10549820e-03,-7.500026e-14,3.222409,38.4284,2.22,
75.00,0.7841,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.10549820e-03,4.10549820e-03,4.647903e-15,100.0000,1,107.5792,1.000000,3.257908e-03,1,4.10549820e-03,-5.704245e-15,2.757151,63.2496,1.82,
105.00,0.7841,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.10549820e-03,4.10549820e-03,2.133810e-14,100.0000,1,141.3931,1.000000,3.037329e-03,1,4.10549820e-03,1.935218e-13,3.103026,28.4864,1.79,
135.00,0.7841,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.10549820e-03,4.10549820e-03,3.211279e-14,100.0000,1,165.4764,1.000000,2.457248e-03,1,4.10549820e-03,3.061278e-13,3.783057,3.1064,1.63,
165.00,0.7841,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.10549820e-03,4.10549820e-03,3.253532e-14,100.0000,1,170.0707,1.000000,2.315703e-03,1,4.10549820e-03,3.365504e-13,1.671834,1.0740,2.47,
15.00,0.8023,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.20057765e-03,4.20057765e-03,2.271349e-15,100.0000,1,39.4553,1.000000,2.497303e-03,1,4.20057765e-03,-6.194589e-16,4.474499,13.0586,2.41,
45.00,0.8023,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.20057765e-03,4.20057765e-03,9.085397e-15,100.0000,1,47.2846,1.000000,3.021254e-03,1,4.20057765e-03,-8.899560e-14,3.068794,39.2101,1.87,
75.00,0.8023,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.20057765e-03,4.20057765e-03,2.477836e-15,100.0000,1,110.4546,1.000000,3.146074e-03,1,4.20057765e-03,5.162158e-15,2.724184,59.7681,1.90,
105.00,0.8023,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.20057765e-03,4.20057765e-03,2.209403e-14,100.0000,1,141.7760,1.000000,3.025187e-03,1,4.20057765e-03,1.633307e-13,3.007357,24.7317,1.28,
135.00,0.8023,20.0,0.5000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,4.20057765e-03,NaN,NaN,NaN,0.02,DomainError with -2.053075702815321e-15: sqrt was called wit
165.00,0.8023,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.20057765e-03,4.20057765e-03,3.675456e-14,100.0000,1,171.3210,1.000000,2.086834e-03,1,4.20057765e-03,3.650678e-13,1.000196,4.3361,2.04,
15.00,0.8204,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.29565709e-03,4.29565709e-03,1.413412e-15,100.0000,1,31.1769,1.000000,2.424039e-03,1,4.29565709e-03,-5.249815e-15,4.377362,12.5645,2.86,
45.00,0.8204,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.29565709e-03,4.29565709e-03,9.893882e-15,100.0000,1,49.0887,1.000000,2.938140e-03,1,4.29565709e-03,-7.026676e-14,2.998581,39.4026,2.05,
75.00,0.8204,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.29565709e-03,4.29565709e-03,5.047899e-15,100.0000,1,94.5847,1.000000,3.047243e-03,1,4.29565709e-03,2.968165e-14,2.691551,57.3312,1.61,
105.00,0.8204,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.29565709e-03,4.29565709e-03,2.221076e-14,100.0000,1,93.9711,1.000000,2.922767e-03,1,4.29565709e-03,1.881857e-13,2.999998,21.4619,2.02,
135.00,0.8204,20.0,0.5000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,4.29565709e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
165.00,0.8204,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.29565709e-03,4.29565709e-03,3.412380e-14,100.0000,1,156.5003,1.000000,2.054479e-03,1,4.29565709e-03,3.513338e-13,0.679368,0.2758,2.52,
15.00,0.8386,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.39073654e-03,4.39073654e-03,1.777892e-15,100.0000,1,42.3952,1.000000,2.352351e-03,1,4.39073654e-03,-7.901743e-15,4.285675,12.1065,2.90,
45.00,0.8386,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.39073654e-03,4.39073654e-03,1.066735e-14,100.0000,1,82.6086,1.000000,2.852129e-03,1,4.39073654e-03,-8.454864e-14,2.996495,36.9544,2.04,
75.00,0.8386,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.39073654e-03,4.39073654e-03,3.950871e-15,100.0000,1,92.6224,1.000000,2.939363e-03,1,4.39073654e-03,3.338486e-14,2.658064,55.2746,2.28,
105.00,0.8386,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.39073654e-03,4.39073654e-03,2.113716e-14,100.0000,1,98.9473,1.000000,2.776893e-03,1,4.39073654e-03,2.052478e-13,3.000194,20.1970,2.11,
135.00,0.8386,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.39073654e-03,4.39073654e-03,3.338486e-14,100.0000,1,149.5408,1.000000,2.231276e-03,1,4.39073654e-03,3.059950e-13,3.261049,1.0894,2.61,
165.00,0.8386,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.39073654e-03,4.39073654e-03,3.773082e-14,100.0000,1,160.3935,1.000000,2.013877e-03,1,4.39073654e-03,3.364167e-13,0.849083,1.3877,2.49,
15.00,0.8567,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.48581598e-03,4.48581598e-03,3.093704e-15,100.0000,1,42.0445,1.000000,2.285852e-03,1,4.48581598e-03,-9.861182e-15,4.196020,11.9847,2.71,
45.00,0.8567,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.48581598e-03,4.48581598e-03,4.833913e-15,100.0000,1,67.0916,1.000000,2.771740e-03,1,4.48581598e-03,-8.817057e-14,2.862599,37.5644,1.96,
75.00,0.8567,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.48581598e-03,4.48581598e-03,6.960834e-15,100.0000,1,121.6910,1.000000,2.859784e-03,1,4.48581598e-03,5.220626e-14,2.624743,53.5861,2.07,
105.00,0.8567,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.48581598e-03,4.48581598e-03,1.720873e-14,100.0000,1,101.7381,1.000000,2.631109e-03,1,4.48581598e-03,2.095985e-13,2.999650,15.0640,1.79,
135.00,0.8567,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.48581598e-03,4.48581598e-03,3.035697e-14,100.0000,1,133.7935,1.000000,2.165865e-03,1,4.48581598e-03,2.923550e-13,3.009840,1.0602,2.31,
165.00,0.8567,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.48581598e-03,4.48581598e-03,3.132376e-14,100.0000,1,158.3016,1.000000,1.935451e-03,1,4.48581598e-03,3.250323e-13,0.919134,1.2979,2.71,
15.00,0.8749,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.58089543e-03,4.58089543e-03,2.650806e-15,100.0000,1,41.4139,1.000000,2.225916e-03,1,4.58089543e-03,0.000000e+00,4.104827,11.3433,2.67,
45.00,0.8749,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.58089543e-03,4.58089543e-03,9.467164e-15,100.0000,1,48.1595,1.000000,2.676219e-03,1,4.58089543e-03,-7.346519e-14,2.790498,38.5785,2.72,
75.00,0.8749,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.58089543e-03,4.58089543e-03,8.520447e-15,100.0000,1,100.9730,1.000000,2.778292e-03,1,4.58089543e-03,5.623495e-14,2.591754,52.2157,2.14,
105.00,0.8749,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.58089543e-03,4.58089543e-03,1.741958e-14,100.0000,1,112.3258,1.000000,2.556772e-03,1,4.58089543e-03,2.253185e-13,2.999155,11.8494,1.92,
135.00,0.8749,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.58089543e-03,4.58089543e-03,2.840149e-14,100.0000,1,177.6949,1.000000,2.058766e-03,1,4.58089543e-03,2.991624e-13,1.756960,0.7762,2.58,
165.00,0.8749,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.58089543e-03,4.58089543e-03,3.029492e-14,100.0000,1,172.6410,1.000000,1.911146e-03,1,4.58089543e-03,3.110910e-13,0.800051,1.3902,2.32,
15.00,0.8930,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.67597488e-03,4.67597488e-03,3.524372e-15,100.0000,1,30.2217,1.000000,2.180449e-03,1,4.67597488e-03,-1.094410e-14,4.002141,11.9359,9.61,
45.00,0.8930,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.67597488e-03,4.67597488e-03,1.168607e-14,100.0000,1,62.8498,1.000000,2.618137e-03,1,4.67597488e-03,-6.065629e-14,2.727719,38.1351,3.15,
75.00,0.8930,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.67597488e-03,4.67597488e-03,6.863250e-15,100.0000,1,82.2413,1.000000,2.686944e-03,1,4.67597488e-03,5.230909e-14,2.558591,51.0581,2.97,
105.00,0.8930,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.67597488e-03,4.67597488e-03,1.929130e-14,100.0000,1,102.7550,1.000000,2.477224e-03,1,4.67597488e-03,1.984778e-13,2.849688,19.2909,2.97,
135.00,0.8930,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.67597488e-03,4.67597488e-03,2.634004e-14,100.0000,1,170.9615,1.000000,2.019153e-03,1,4.67597488e-03,2.927083e-13,1.598068,0.9608,3.92,
165.00,0.8930,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.67597488e-03,4.67597488e-03,3.283230e-14,100.0000,1,148.3022,1.000000,1.863903e-03,1,4.67597488e-03,3.140401e-13,0.749652,1.0572,3.51,
15.00,0.9112,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.77105432e-03,4.77105432e-03,5.453900e-16,100.0000,1,19.3413,1.000000,2.081705e-03,1,4.77105432e-03,-1.817967e-16,4.000999,9.2686,3.92,
45.00,0.9112,20.0,0.5000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,4.77105432e-03,NaN,NaN,NaN,0.12,DomainError with -2.053075702815321e-15: sqrt was called wit
75.00,0.9112,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.77105432e-03,4.77105432e-03,3.090543e-15,100.0000,1,129.9923,1.000000,2.620630e-03,1,4.77105432e-03,1.927045e-14,2.525757,50.0077,3.03,
105.00,0.9112,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.77105432e-03,4.77105432e-03,3.454137e-15,100.0000,1,139.0381,1.000000,2.406392e-03,1,4.77105432e-03,3.872269e-14,2.808014,18.6326,2.85,
135.00,0.9112,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.77105432e-03,4.77105432e-03,3.817730e-15,100.0000,1,137.5270,1.000000,1.917627e-03,1,4.77105432e-03,4.581276e-14,1.400101,1.1582,3.64,
165.00,0.9112,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.77105432e-03,4.77105432e-03,9.089833e-16,100.0000,1,147.1628,1.000000,1.801124e-03,1,4.77105432e-03,2.817848e-14,0.729769,1.1323,3.36,
15.00,0.9364,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.90311917e-03,4.90311917e-03,3.538000e-16,100.0000,1,29.3732,1.000000,1.991837e-03,1,4.90311917e-03,-1.415200e-15,3.922609,9.2749,3.94,
45.00,0.9364,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.90311917e-03,4.90311917e-03,3.538000e-15,100.0000,1,73.2396,1.000000,2.411081e-03,1,4.90311917e-03,-4.280980e-14,2.607201,37.2495,3.10,
75.00,0.9364,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.90311917e-03,4.90311917e-03,2.476600e-15,100.0000,1,121.1352,1.000000,2.520679e-03,1,4.90311917e-03,1.680550e-14,2.483811,48.1200,2.76,
105.00,0.9364,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.90311917e-03,4.90311917e-03,3.007300e-15,100.0000,1,103.5632,1.000000,2.292743e-03,1,4.90311917e-03,4.174840e-14,2.749996,17.5103,2.82,
135.00,0.9364,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.90311917e-03,4.90311917e-03,2.653500e-15,100.0000,1,135.1871,1.000000,1.913733e-03,1,4.90311917e-03,3.396480e-14,1.199599,0.6739,3.73,
165.00,0.9364,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.90311917e-03,4.90311917e-03,2.299700e-15,100.0000,1,153.7533,1.000000,1.694368e-03,1,4.90311917e-03,2.423530e-14,0.509458,0.5967,3.61,
15.00,0.9435,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.94010456e-03,4.94010456e-03,1.755756e-16,100.0000,1,36.9729,1.000000,1.972267e-03,1,4.94010456e-03,5.267267e-16,3.886449,9.4628,3.81,
45.00,0.9435,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.94010456e-03,4.94010456e-03,5.793994e-15,100.0000,1,56.0861,1.000000,2.428437e-03,1,4.94010456e-03,-4.073354e-14,2.588092,37.2379,2.94,
75.00,0.9435,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.94010456e-03,4.94010456e-03,3.160360e-15,100.0000,1,103.1686,1.000000,2.494468e-03,1,4.94010456e-03,6.847448e-15,2.471753,47.7089,2.78,
105.00,0.9435,20.0,0.5000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,4.94010456e-03,NaN,NaN,NaN,0.00,DomainError with -1.1686106900433771e-11: sqrt was called wi
135.00,0.9435,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.94010456e-03,4.94010456e-03,3.160360e-15,100.0000,1,143.1837,1.000000,1.876746e-03,1,4.94010456e-03,3.353494e-14,1.140463,1.1036,3.53,
165.00,0.9435,20.0,0.5000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,4.94010456e-03,NaN,NaN,NaN,0.02,DomainError with -2.053075702815321e-15: sqrt was called wit
15.00,0.9506,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.97708996e-03,4.97708996e-03,3.485417e-16,100.0000,1,38.1020,1.000000,1.948023e-03,1,4.97708996e-03,2.788334e-15,3.856294,9.2524,3.84,
45.00,0.9506,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.97708996e-03,4.97708996e-03,3.311146e-15,100.0000,1,45.3515,1.000000,2.404680e-03,1,4.97708996e-03,-3.694542e-14,2.569263,37.0751,3.01,
75.00,0.9506,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.97708996e-03,4.97708996e-03,3.833959e-15,100.0000,1,82.6199,1.000000,2.460815e-03,1,4.97708996e-03,1.150188e-14,2.460685,47.3554,2.74,
105.00,0.9506,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.97708996e-03,4.97708996e-03,4.182501e-15,100.0000,1,122.4129,1.000000,2.249610e-03,1,4.97708996e-03,3.659688e-14,2.721178,16.8110,2.92,
135.00,0.9506,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,4.97708996e-03,4.97708996e-03,4.008230e-15,100.0000,1,147.2924,1.000000,1.883853e-03,1,4.97708996e-03,3.485417e-14,1.100670,0.9366,3.35,
165.00,0.9506,20.0,0.5000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,4.97708996e-03,NaN,NaN,NaN,0.03,DomainError with -4.106151405630643e-15: sqrt was called wit
15.00,0.9576,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.01407536e-03,5.01407536e-03,5.189561e-16,100.0000,1,31.7481,1.000000,1.940050e-03,1,5.01407536e-03,6.919415e-16,3.826978,8.7048,3.58,
45.00,0.9576,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.01407536e-03,5.01407536e-03,4.497620e-15,100.0000,1,47.1987,1.000000,2.372952e-03,1,5.01407536e-03,-3.269424e-14,2.550454,37.0292,3.21,
75.00,0.9576,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.01407536e-03,5.01407536e-03,3.113737e-15,100.0000,1,73.1779,1.000000,2.438603e-03,1,5.01407536e-03,2.266108e-14,2.449631,46.9531,2.79,
105.00,0.9576,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.01407536e-03,5.01407536e-03,6.400459e-15,100.0000,1,123.2094,1.000000,2.201997e-03,1,5.01407536e-03,3.926768e-14,2.708695,16.3605,2.94,
135.00,0.9576,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.01407536e-03,5.01407536e-03,4.324635e-15,100.0000,1,147.0400,1.000000,1.884562e-03,1,5.01407536e-03,3.822977e-14,1.058913,1.0563,3.37,
165.00,0.9576,20.0,0.5000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.01407536e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
15.00,0.9647,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.05106076e-03,5.05106076e-03,3.434375e-16,100.0000,1,16.4106,1.000000,1.918460e-03,1,5.05106076e-03,-1.717187e-16,3.798997,8.5214,3.59,
45.00,0.9647,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.05106076e-03,5.05106076e-03,4.979843e-15,100.0000,1,44.6657,1.000000,2.334629e-03,1,5.05106076e-03,-3.880843e-14,2.529621,37.2333,3.09,
75.00,0.9647,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.05106076e-03,5.05106076e-03,2.404062e-15,100.0000,1,79.1785,1.000000,2.398544e-03,1,5.05106076e-03,1.906078e-14,2.438824,46.3231,2.70,
105.00,0.9647,20.0,0.5000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.05106076e-03,NaN,NaN,NaN,0.02,DomainError with -9.813701859457866e-13: sqrt was called wit
135.00,0.9647,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.05106076e-03,5.05106076e-03,4.808124e-15,100.0000,1,164.9651,1.000000,2.069344e-03,1,5.05106076e-03,4.069734e-14,1.968555,0.7327,3.81,
165.00,0.9647,20.0,0.5000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.05106076e-03,NaN,NaN,NaN,0.04,DomainError with -5.3379968273198525e-14: sqrt was called wi
15.00,0.9717,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.08804616e-03,5.08804616e-03,1.193293e-15,100.0000,1,26.4395,1.000000,1.898844e-03,1,5.08804616e-03,-1.022823e-15,3.772263,8.4561,4.02,
45.00,0.9717,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.08804616e-03,5.08804616e-03,2.045646e-15,100.0000,1,70.0555,1.000000,2.333330e-03,1,5.08804616e-03,-3.392363e-14,2.502674,37.5894,3.37,
75.00,0.9717,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.08804616e-03,5.08804616e-03,1.704705e-15,100.0000,1,89.1732,1.000000,2.382182e-03,1,5.08804616e-03,1.636517e-14,2.428374,46.1221,3.23,
105.00,0.9717,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.08804616e-03,5.08804616e-03,6.307408e-15,100.0000,1,110.9784,1.000000,2.117896e-03,1,5.08804616e-03,5.369821e-14,2.669063,16.0860,3.32,
135.00,0.9717,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.08804616e-03,5.08804616e-03,3.579880e-15,100.0000,1,162.7726,1.000000,1.990855e-03,1,5.08804616e-03,3.818539e-14,1.857738,1.6269,3.65,
165.00,0.9717,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.08804616e-03,5.08804616e-03,2.045646e-15,100.0000,1,164.2916,1.000000,1.584524e-03,1,5.08804616e-03,2.454775e-14,0.429645,0.4354,3.54,
15.00,0.9788,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.12503156e-03,5.12503156e-03,8.462014e-16,100.0000,1,36.9419,1.000000,1.886688e-03,1,5.12503156e-03,-3.046325e-15,3.744202,8.4674,3.83,
45.00,0.9788,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.12503156e-03,5.12503156e-03,4.738728e-15,100.0000,1,58.3613,1.000000,2.281783e-03,1,5.12503156e-03,-4.332551e-14,2.501514,37.1427,3.14,
75.00,0.9788,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.12503156e-03,5.12503156e-03,2.030883e-15,100.0000,1,97.0182,1.000000,2.363842e-03,1,5.12503156e-03,1.421618e-14,2.418128,45.3097,2.89,
105.00,0.9788,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.12503156e-03,5.12503156e-03,3.215565e-15,100.0000,1,127.7098,1.000000,2.118907e-03,1,5.12503156e-03,4.315627e-14,2.668590,15.1663,2.68,
135.00,0.9788,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.12503156e-03,5.12503156e-03,4.738728e-15,100.0000,1,132.8988,1.000000,1.963372e-03,1,5.12503156e-03,4.044843e-14,1.829834,1.9503,3.10,
165.00,0.9788,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.12503156e-03,5.12503156e-03,2.369364e-15,100.0000,1,152.8987,1.000000,1.612665e-03,1,5.12503156e-03,2.504756e-14,0.449451,1.8320,3.44,
15.00,0.9859,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.16201696e-03,5.16201696e-03,1.680277e-16,100.0000,1,39.7806,1.000000,1.868096e-03,1,5.16201696e-03,-1.512249e-15,3.716013,8.3032,3.69,
45.00,0.9859,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.16201696e-03,5.16201696e-03,2.856471e-15,100.0000,1,48.0666,1.000000,2.281448e-03,1,5.16201696e-03,-2.335585e-14,2.498656,36.7991,3.25,
75.00,0.9859,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.16201696e-03,5.16201696e-03,3.696609e-15,100.0000,1,101.6050,1.000000,2.340789e-03,1,5.16201696e-03,1.713882e-14,2.408002,44.9198,2.92,
105.00,0.9859,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.16201696e-03,5.16201696e-03,3.360554e-15,100.0000,1,115.4364,1.000000,2.095161e-03,1,5.16201696e-03,3.646201e-14,2.669057,12.9754,2.82,
135.00,0.9859,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.16201696e-03,5.16201696e-03,3.864637e-15,100.0000,1,158.4521,1.000000,1.878273e-03,1,5.16201696e-03,3.747017e-14,1.711001,2.2657,3.38,
165.00,0.9859,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.16201696e-03,5.16201696e-03,2.688443e-15,100.0000,1,147.7997,1.000000,1.589349e-03,1,5.16201696e-03,2.402796e-14,0.469640,0.7665,3.41,
15.00,0.9929,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.19900236e-03,5.19900236e-03,6.673294e-16,100.0000,1,16.8744,1.000000,1.848817e-03,1,5.19900236e-03,-3.336647e-16,3.688705,8.1260,3.44,
45.00,0.9929,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.19900236e-03,5.19900236e-03,2.168820e-15,100.0000,1,85.1438,1.000000,2.262953e-03,1,5.19900236e-03,-3.770411e-14,2.465481,36.2415,2.92,
75.00,0.9929,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.19900236e-03,5.19900236e-03,2.836150e-15,100.0000,1,102.6888,1.000000,2.317959e-03,1,5.19900236e-03,1.935255e-14,2.397982,44.3190,2.71,
105.00,0.9929,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.19900236e-03,5.19900236e-03,5.171803e-15,100.0000,1,132.6039,1.000000,2.097546e-03,1,5.19900236e-03,3.603579e-14,2.641626,14.6385,2.68,
135.00,0.9929,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.19900236e-03,5.19900236e-03,3.336647e-15,100.0000,1,160.7492,1.000000,1.862197e-03,1,5.19900236e-03,3.236547e-14,1.621000,0.7815,3.06,
165.00,0.9929,20.0,0.5000,1.0e-03,-1,5.23598776e-03,equilibrium,5.19900236e-03,5.19900236e-03,2.335653e-15,100.0000,1,147.6678,1.000000,1.626382e-03,1,5.19900236e-03,2.502485e-14,0.499563,2.9913,3.21,
15.00,0.7659,60.0,0.5000,1.0e-03,-1,1.74532925e-03,equilibrium,1.33680625e-03,1.33680625e-03,0.000000e+00,100.0000,1,15.4521,1.000000,9.339071e-03,1,1.33680625e-03,8.110391e-16,16.093162,4.7954,11.05,
45.00,0.7659,60.0,0.5000,1.0e-03,-1,1.74532925e-03,equilibrium,1.33680625e-03,1.33680625e-03,3.406364e-15,100.0000,1,45.0909,1.000000,1.528063e-02,1,1.33680625e-03,-4.363390e-14,12.612913,31.0064,8.14,
75.00,0.7659,60.0,0.5000,1.0e-03,-1,1.74532925e-03,equilibrium,1.33680625e-03,1.33680625e-03,4.736468e-14,100.0000,1,71.3492,1.000000,1.885518e-02,1,1.33680625e-03,-3.686984e-13,8.771171,55.6686,6.29,
