beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,in_domain,omega_e_pred,rel_err_pred,alpha_rev_per_yr,beta_pole_min_deg,wall_s,error
165.00,0.9717,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.08804616e-03,NaN,NaN,NaN,0.01,DomainError with -1.1088881836035448e-7: sqrt was called wit
15.00,0.9788,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.12503156e-03,NaN,NaN,NaN,0.01,DomainError with -2.1073087531953797e-7: sqrt was called wit
45.00,0.9788,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.12503156e-03,NaN,NaN,NaN,0.01,DomainError with -4.763805595458617e-7: sqrt was called with
75.00,0.9788,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.12503156e-03,NaN,NaN,NaN,0.01,DomainError with -1.9509240428544975e-7: sqrt was called wit
105.00,0.9788,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.12503156e-03,NaN,NaN,NaN,0.01,DomainError with -3.1393362360861977e-7: sqrt was called wit
135.00,0.9788,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.12503156e-03,NaN,NaN,NaN,0.01,DomainError with -1.6500131475899468e-7: sqrt was called wit
165.00,0.9788,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.12503156e-03,NaN,NaN,NaN,0.01,DomainError with -3.503176424762252e-8: sqrt was called with
15.00,0.9859,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.16201696e-03,NaN,NaN,NaN,0.00,DomainError with -4.188989942145241e-8: sqrt was called with
45.00,0.9859,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.16201696e-03,NaN,NaN,NaN,0.01,DomainError with -7.765563022064851e-8: sqrt was called with
75.00,0.9859,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.16201696e-03,NaN,NaN,NaN,0.01,DomainError with -4.688671437683658e-7: sqrt was called with
105.00,0.9859,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.16201696e-03,NaN,NaN,NaN,0.01,DomainError with -4.924780291097446e-7: sqrt was called with
135.00,0.9859,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.16201696e-03,NaN,NaN,NaN,0.01,DomainError with -1.7028619658113108e-7: sqrt was called wit
165.00,0.9859,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.16201696e-03,NaN,NaN,NaN,0.01,DomainError with -1.8814867829858123e-7: sqrt was called wit
15.00,0.9929,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.19900236e-03,NaN,NaN,NaN,0.01,DomainError with -2.8201464680449728e-8: sqrt was called wit
45.00,0.9929,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.19900236e-03,NaN,NaN,NaN,0.01,DomainError with -2.126379773928873e-7: sqrt was called with
75.00,0.9929,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.19900236e-03,NaN,NaN,NaN,0.01,DomainError with -3.953143865207445e-7: sqrt was called with
105.00,0.9929,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.19900236e-03,NaN,NaN,NaN,0.01,DomainError with -2.422487890400191e-7: sqrt was called with
135.00,0.9929,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.19900236e-03,NaN,NaN,NaN,0.01,DomainError with -3.417308059782267e-7: sqrt was called with
165.00,0.9929,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,5.19900236e-03,NaN,NaN,NaN,0.01,DomainError with -1.4980726080646298e-7: sqrt was called wit
15.00,0.7659,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.33680625e-03,1.33680625e-03,0.000000e+00,100.0000,1,17.7003,1.000000,1.004458e-02,1,1.33680625e-03,1.622078e-16,15.757825,8.7348,15.82,
45.00,0.7659,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.33680625e-03,NaN,NaN,NaN,0.45,DomainError with -2.053075702815321e-15: sqrt was called wit
75.00,0.7659,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.33680625e-03,1.33680625e-03,1.184117e-14,100.0000,1,76.8900,1.000000,1.912135e-02,1,1.33680625e-03,-1.257111e-13,8.193792,62.3289,20.01,
105.00,0.7659,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.33680625e-03,NaN,NaN,NaN,0.03,DomainError with -2.744963578096651e-7: sqrt was called with
135.00,0.7659,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.33680625e-03,1.33680625e-03,6.163897e-15,100.0000,1,141.5854,1.000000,1.493208e-02,1,1.33680625e-03,6.342326e-14,10.287709,31.2959,19.07,
165.00,0.7659,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.33680625e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
15.00,0.7841,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.36849940e-03,1.36849940e-03,0.000000e+00,100.0000,1,20.3767,1.000000,1.005536e-02,1,1.36849940e-03,3.169025e-16,15.353793,9.3539,16.16,
45.00,0.7841,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.36849940e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
75.00,0.7841,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.36849940e-03,NaN,NaN,NaN,0.03,DomainError with -8.869287036162702e-13: sqrt was called wit
105.00,0.7841,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.36849940e-03,NaN,NaN,NaN,0.02,DomainError with -2.053075702815321e-15: sqrt was called wit
135.00,0.7841,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.36849940e-03,1.36849940e-03,2.693671e-15,100.0000,1,143.4674,1.000000,1.395069e-02,1,1.36849940e-03,3.438392e-14,10.322051,28.3171,19.76,
165.00,0.7841,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.36849940e-03,NaN,NaN,NaN,0.03,DomainError with -4.106151405630643e-15: sqrt was called wit
15.00,0.8023,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.40019255e-03,1.40019255e-03,0.000000e+00,100.0000,1,20.7111,1.000000,9.823266e-03,1,1.40019255e-03,1.548647e-16,14.983969,9.2658,15.85,
45.00,0.8023,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.40019255e-03,1.40019255e-03,3.407024e-15,100.0000,1,53.0777,1.000000,1.533091e-02,1,1.40019255e-03,-3.608348e-14,10.937505,37.3737,18.03,
75.00,0.8023,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.40019255e-03,NaN,NaN,NaN,0.02,DomainError with -7.2276949283616085e-9: sqrt was called wit
105.00,0.8023,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.40019255e-03,NaN,NaN,NaN,0.03,DomainError with -4.0856206486025977e-13: sqrt was called wi
135.00,0.8023,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.40019255e-03,1.40019255e-03,2.787565e-15,100.0000,1,131.3352,1.000000,1.326588e-02,1,1.40019255e-03,3.128267e-14,10.229437,26.7060,21.50,
165.00,0.8023,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.40019255e-03,NaN,NaN,NaN,0.03,DomainError with -1.6424605622522583e-14: sqrt was called wi
15.00,0.8204,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.43188570e-03,1.43188570e-03,0.000000e+00,100.0000,1,21.8983,1.000000,9.530546e-03,1,1.43188570e-03,1.514370e-16,14.636867,9.3406,16.31,
45.00,0.8204,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.43188570e-03,1.43188570e-03,3.937361e-15,100.0000,1,53.0549,1.000000,1.484962e-02,1,1.43188570e-03,-3.467907e-14,10.597594,37.8785,17.60,
75.00,0.8204,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.43188570e-03,NaN,NaN,NaN,0.02,DomainError with -3.0996987944543715e-9: sqrt was called wit
105.00,0.8204,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.43188570e-03,NaN,NaN,NaN,0.01,DomainError with -3.6578294775880143e-9: sqrt was called wit
135.00,0.8204,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.43188570e-03,1.43188570e-03,1.968681e-15,100.0000,1,134.1538,1.000000,1.255564e-02,1,1.43188570e-03,2.347273e-14,10.090117,25.5788,19.78,
165.00,0.8204,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.43188570e-03,NaN,NaN,NaN,0.03,DomainError with -2.874305983941454e-14: sqrt was called wit
15.00,0.8386,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.46357885e-03,1.46357885e-03,0.000000e+00,100.0000,1,15.7411,1.000000,9.227658e-03,1,1.46357885e-03,1.481577e-16,14.308810,9.4058,15.61,
45.00,0.8386,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.46357885e-03,1.46357885e-03,4.148415e-15,100.0000,1,45.0150,1.000000,1.440471e-02,1,1.46357885e-03,-2.563128e-14,10.298794,38.2797,17.36,
75.00,0.8386,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.46357885e-03,NaN,NaN,NaN,0.02,DomainError with -5.709028668546583e-10: sqrt was called wit
105.00,0.8386,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.46357885e-03,NaN,NaN,NaN,0.01,DomainError with -1.0632410971041615e-8: sqrt was called wit
135.00,0.8386,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.46357885e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
165.00,0.8386,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.46357885e-03,NaN,NaN,NaN,0.03,DomainError with -4.106151405630643e-15: sqrt was called wit
15.00,0.8567,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.49527199e-03,1.49527199e-03,0.000000e+00,100.0000,1,22.3805,1.000000,8.937007e-03,1,1.49527199e-03,1.450174e-16,13.996787,9.3809,16.31,
45.00,0.8567,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.49527199e-03,1.49527199e-03,4.640556e-15,100.0000,1,45.0646,1.000000,1.389815e-02,1,1.49527199e-03,-3.465916e-14,10.028845,38.5727,18.50,
75.00,0.8567,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.49527199e-03,NaN,NaN,NaN,0.02,DomainError with -3.929340526205544e-10: sqrt was called wit
105.00,0.8567,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.49527199e-03,NaN,NaN,NaN,0.02,DomainError with -1.2638994777632151e-8: sqrt was called wit
135.00,0.8567,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.49527199e-03,1.49527199e-03,1.595191e-15,100.0000,1,146.8735,1.000000,1.151234e-02,1,1.49527199e-03,1.609693e-14,9.762252,24.2210,21.53,
165.00,0.8567,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.49527199e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
15.00,0.8749,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.52696514e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
45.00,0.8749,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.52696514e-03,1.52696514e-03,2.272119e-15,100.0000,1,54.1427,1.000000,1.348199e-02,1,1.52696514e-03,-3.053160e-14,9.781596,38.4764,20.30,
75.00,0.8749,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.52696514e-03,NaN,NaN,NaN,0.11,DomainError with -1.5959994591142677e-10: sqrt was called wi
105.00,0.8749,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.52696514e-03,NaN,NaN,NaN,0.02,DomainError with -2.3887002006319287e-9: sqrt was called wit
135.00,0.8749,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.52696514e-03,NaN,NaN,NaN,0.02,DomainError with -5.555006929127671e-11: sqrt was called wit
165.00,0.8749,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.52696514e-03,NaN,NaN,NaN,0.03,DomainError with -8.212302811261287e-15: sqrt was called wit
15.00,0.8930,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.55865829e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
45.00,0.8930,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.55865829e-03,NaN,NaN,NaN,0.03,DomainError with -4.106151405630643e-15: sqrt was called wit
75.00,0.8930,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.55865829e-03,NaN,NaN,NaN,0.02,DomainError with -1.2540186392806301e-11: sqrt was called wi
105.00,0.8930,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.55865829e-03,NaN,NaN,NaN,0.02,DomainError with -2.9583527445621356e-9: sqrt was called wit
135.00,0.8930,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.55865829e-03,NaN,NaN,NaN,0.03,DomainError with -4.038399907438806e-12: sqrt was called wit
165.00,0.8930,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.55865829e-03,NaN,NaN,NaN,0.03,DomainError with -2.053075702815321e-15: sqrt was called wit
15.00,0.9112,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.59035144e-03,1.59035144e-03,0.000000e+00,100.0000,1,21.4851,1.000000,8.198743e-03,1,1.59035144e-03,1.363475e-16,13.143765,9.5552,20.46,
45.00,0.9112,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.59035144e-03,NaN,NaN,NaN,0.03,DomainError with -1.494433804080738e-11: sqrt was called wit
75.00,0.9112,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.59035144e-03,NaN,NaN,NaN,0.03,DomainError with -5.6641155863639416e-9: sqrt was called wit
105.00,0.9112,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.59035144e-03,NaN,NaN,NaN,0.03,DomainError with -6.498395214828277e-10: sqrt was called wit
135.00,0.9112,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.59035144e-03,NaN,NaN,NaN,0.03,DomainError with -5.767311383567694e-9: sqrt was called with
165.00,0.9112,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.59035144e-03,1.59035144e-03,0.000000e+00,100.0000,1,165.6887,1.000000,6.246212e-03,1,1.59035144e-03,8.180850e-16,5.820262,0.6353,27.94,
15.00,0.9364,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.63437306e-03,1.63437306e-03,0.000000e+00,100.0000,1,22.1060,1.000000,7.919751e-03,1,1.63437306e-03,1.326750e-16,12.786961,9.1679,17.47,
45.00,0.9364,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.63437306e-03,NaN,NaN,NaN,0.01,DomainError with -4.286822067479596e-12: sqrt was called wit
75.00,0.9364,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.63437306e-03,NaN,NaN,NaN,4.49,DomainError with -5.576085056529482e-8: sqrt was called with
105.00,0.9364,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.63437306e-03,NaN,NaN,NaN,0.01,DomainError with -2.9099063166838536e-10: sqrt was called wi
135.00,0.9364,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.63437306e-03,NaN,NaN,NaN,0.01,DomainError with -1.7794438264276647e-9: sqrt was called wit
165.00,0.9364,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.63437306e-03,NaN,NaN,NaN,0.02,DomainError with -2.053075702815321e-15: sqrt was called wit
15.00,0.9435,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.64670152e-03,1.64670152e-03,0.000000e+00,100.0000,1,16.1815,1.000000,7.833676e-03,1,1.64670152e-03,2.633634e-16,12.690682,9.3054,22.26,
45.00,0.9435,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.64670152e-03,NaN,NaN,NaN,0.01,DomainError with -3.576457874305128e-12: sqrt was called wit
75.00,0.9435,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.64670152e-03,NaN,NaN,NaN,0.01,DomainError with -2.819438772847592e-8: sqrt was called with
105.00,0.9435,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.64670152e-03,NaN,NaN,NaN,0.01,DomainError with -5.626248656015885e-11: sqrt was called wit
135.00,0.9435,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.64670152e-03,NaN,NaN,NaN,0.01,DomainError with -2.2270225420619352e-9: sqrt was called wit
165.00,0.9435,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.64670152e-03,NaN,NaN,NaN,0.01,DomainError with -2.053075702815321e-15: sqrt was called wit
15.00,0.9506,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.65902999e-03,1.65902999e-03,0.000000e+00,100.0000,1,22.5444,1.000000,7.519968e-03,1,1.65902999e-03,0.000000e+00,12.594847,9.3607,22.31,
45.00,0.9506,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.65902999e-03,NaN,NaN,NaN,0.01,DomainError with -3.714013946393821e-12: sqrt was called wit
75.00,0.9506,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.65902999e-03,NaN,NaN,NaN,0.01,DomainError with -5.38256294350278e-9: sqrt was called with 
105.00,0.9506,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.65902999e-03,NaN,NaN,NaN,0.01,DomainError with -2.533392763531098e-10: sqrt was called wit
135.00,0.9506,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.65902999e-03,NaN,NaN,NaN,0.01,DomainError with -4.949017000120923e-9: sqrt was called with
165.00,0.9506,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.65902999e-03,1.65902999e-03,0.000000e+00,100.0000,1,172.8183,1.000000,5.898608e-03,1,1.65902999e-03,1.307031e-16,5.381753,0.4054,35.00,
15.00,0.9576,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.67135845e-03,1.67135845e-03,0.000000e+00,100.0000,1,15.8227,1.000000,7.645204e-03,1,1.67135845e-03,1.297390e-16,12.500527,9.0657,21.83,
45.00,0.9576,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.67135845e-03,NaN,NaN,NaN,0.01,DomainError with -1.6055051996017498e-12: sqrt was called wi
75.00,0.9576,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.67135845e-03,NaN,NaN,NaN,0.01,DomainError with -5.465238061378035e-8: sqrt was called with
105.00,0.9576,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.67135845e-03,NaN,NaN,NaN,0.01,DomainError with -1.2752063805433272e-10: sqrt was called wi
135.00,0.9576,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.67135845e-03,NaN,NaN,NaN,0.01,DomainError with -5.613765957790822e-9: sqrt was called with
165.00,0.9576,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.67135845e-03,NaN,NaN,NaN,0.01,DomainError with -4.3271034128905434e-10: sqrt was called wi
15.00,0.9647,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.68368692e-03,1.68368692e-03,0.000000e+00,100.0000,1,22.6674,1.000000,7.427142e-03,1,1.68368692e-03,2.575781e-16,12.406815,9.1956,22.35,
45.00,0.9647,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.68368692e-03,NaN,NaN,NaN,0.01,DomainError with -2.4515189827120426e-8: sqrt was called wit
75.00,0.9647,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.68368692e-03,NaN,NaN,NaN,0.01,DomainError with -5.6691333223739556e-8: sqrt was called wit
105.00,0.9647,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.68368692e-03,NaN,NaN,NaN,0.01,DomainError with -2.464306766093216e-11: sqrt was called wit
135.00,0.9647,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.68368692e-03,NaN,NaN,NaN,0.01,DomainError with -5.647450770871815e-9: sqrt was called with
165.00,0.9647,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.68368692e-03,NaN,NaN,NaN,0.01,DomainError with -1.6831525227006542e-10: sqrt was called wi
15.00,0.9717,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.69601539e-03,1.69601539e-03,0.000000e+00,100.0000,1,23.2739,1.000000,7.486850e-03,1,1.69601539e-03,0.000000e+00,12.315280,9.3918,23.17,
45.00,0.9717,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.69601539e-03,NaN,NaN,NaN,0.01,DomainError with -1.972759381346734e-10: sqrt was called wit
75.00,0.9717,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.69601539e-03,NaN,NaN,NaN,0.00,DomainError with -1.4646765249834985e-9: sqrt was called wit
105.00,0.9717,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.69601539e-03,NaN,NaN,NaN,0.02,DomainError with -3.7279748611811825e-11: sqrt was called wi
135.00,0.9717,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.69601539e-03,NaN,NaN,NaN,0.01,DomainError with -2.3524880513744013e-9: sqrt was called wit
165.00,0.9717,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.69601539e-03,1.69601539e-03,0.000000e+00,100.0000,1,174.0468,1.000000,5.729725e-03,1,1.69601539e-03,5.114115e-16,5.168355,0.2342,36.29,
15.00,0.9788,60.0,5.0000,1.0e-03,-1,1.74532925e-03,equilibrium,1.70834385e-03,1.70834385e-03,0.000000e+00,100.0000,1,22.5117,1.000000,7.435189e-03,1,1.70834385e-03,1.269302e-16,12.224680,9.0741,20.69,
45.00,0.9788,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,1.70834385e-03,NaN,NaN,NaN,0.02,DomainError with -1.4598129952092478e-8: sqrt was called wit
