beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_peak,omega_e_min,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,t_domain_exit_yr,in_domain,omega_e_tailmean_numeric,n_resonance_crossings,nearest_resonance,d_to_resonance,min_d_separatrix,wall_s
105.00,0.9691,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.19683761e-02,1.48456623e-02,5.03629261e-03,1.20116973e-02,4.224421e-01,20.0000,1,147.3287,0.969292,1.764824e-02,NaN,1,NaN,0,SAM 5:1,0.003441,7.264434e-03,0.19
135.00,0.9691,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.09967186e-02,1.48461647e-02,5.23598776e-03,1.20270782e-02,4.230696e-01,20.0000,1,144.8949,0.968830,3.234712e-03,NaN,1,NaN,0,SAM 5:1,0.002980,7.267840e-03,0.19
165.00,0.9691,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.24760240e-02,1.90351112e-02,5.23598776e-03,1.20045939e-02,4.229361e-01,20.0000,1,148.3076,0.969677,2.226318e-03,NaN,1,NaN,4,SAM 5:1,0.003827,7.272290e-03,0.19
15.00,0.9730,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9730,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9730,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.08821208e-02,1.68906581e-02,3.41194933e-03,1.20626970e-02,4.238047e-01,20.0000,1,140.9853,0.972503,1.915690e-02,NaN,1,NaN,6,SAM 4:1,-0.001937,6.253921e-03,0.19
105.00,0.9730,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.20980555e-02,1.48444827e-02,4.72196123e-03,1.20098378e-02,4.239869e-01,20.0000,1,147.5963,0.969382,1.811324e-02,NaN,1,NaN,0,SAM 5:1,0.003531,7.229427e-03,0.20
135.00,0.9730,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.10946810e-02,1.48461452e-02,5.23598776e-03,1.20253687e-02,4.234046e-01,20.0000,1,145.1766,0.968856,5.062092e-03,NaN,1,NaN,0,SAM 5:1,0.003006,7.263768e-03,0.19
165.00,0.9730,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.26374274e-02,1.94705213e-02,5.23598776e-03,1.20024318e-02,4.246843e-01,20.0000,1,148.5827,0.969818,1.045362e-03,NaN,1,NaN,4,SAM 5:1,0.003967,7.288549e-03,0.20
15.00,0.9768,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9768,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9768,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
105.00,0.9768,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.20485173e-02,1.48458637e-02,4.37516514e-03,1.20105443e-02,4.233090e-01,20.0000,1,147.4956,0.969347,1.711972e-02,NaN,1,NaN,1,SAM 5:1,0.003496,7.197355e-03,0.20
135.00,0.9768,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.11791210e-02,1.48450020e-02,5.23598776e-03,1.20239321e-02,4.224553e-01,20.0000,1,145.4126,0.968883,6.604757e-03,NaN,1,NaN,1,SAM 5:1,0.003033,7.266843e-03,0.19
165.00,0.9768,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.25321322e-02,1.98074985e-02,5.23598776e-03,1.20038369e-02,4.228458e-01,20.0000,1,148.4050,0.969725,5.211754e-04,NaN,1,NaN,5,SAM 5:1,0.003875,7.275376e-03,0.19
15.00,0.9807,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9807,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9807,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
105.00,0.9807,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.13903943e-02,1.48433626e-02,3.98472931e-03,1.20204670e-02,4.221816e-01,20.0000,1,145.9760,0.968967,1.510631e-02,NaN,1,NaN,1,SAM 5:1,0.003116,7.278657e-03,0.19
135.00,0.9807,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.12437340e-02,1.48419460e-02,5.23598776e-03,1.20228539e-02,4.209812e-01,20.0000,1,145.5890,0.968907,7.981474e-03,NaN,1,NaN,1,SAM 5:1,0.003056,7.272972e-03,0.19
165.00,0.9807,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.19143152e-02,2.02807823e-02,5.23598776e-03,1.20124826e-02,4.217177e-01,20.0000,1,147.2134,0.969256,1.835339e-03,NaN,1,NaN,5,SAM 5:1,0.003405,7.267313e-03,0.20
15.00,0.9845,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9845,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9845,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
105.00,0.9845,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.41344420e-02,1.91894261e-02,3.45955142e-03,1.20172230e-02,4.269099e-01,20.0000,1,148.2059,0.972541,1.231427e-02,NaN,1,NaN,5,SAM 4:1,-0.001899,2.473247e-03,0.20
135.00,0.9845,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.12656692e-02,1.48400549e-02,5.23598776e-03,1.20224917e-02,4.203363e-01,20.0000,1,145.6480,0.968915,9.246570e-03,NaN,1,NaN,1,SAM 5:1,0.003064,7.275758e-03,0.20
165.00,0.9845,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.09005176e-02,2.05946104e-02,5.23598776e-03,1.20288076e-02,4.211655e-01,20.0000,1,144.6097,0.968811,3.479587e-03,NaN,1,NaN,5,SAM 5:1,0.002960,7.280776e-03,0.23
15.00,0.9884,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9884,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9884,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
105.00,0.9884,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.00234258e-02,1.65645371e-02,2.72115372e-03,1.20559192e-02,4.239615e-01,20.0000,1,140.9254,0.970070,8.898788e-03,NaN,1,NaN,5,SAM 5:1,0.004219,3.294575e-03,0.20
135.00,0.9884,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.05979897e-02,1.48469977e-02,5.23598776e-03,1.20346691e-02,4.211107e-01,20.0000,1,143.6537,0.968799,1.042967e-02,NaN,1,NaN,1,SAM 5:1,0.002948,7.272070e-03,0.19
165.00,0.9884,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.04489069e-02,1.99407404e-02,5.23598776e-03,1.20378942e-02,4.225729e-01,20.0000,1,143.1445,0.968834,5.231559e-03,NaN,1,NaN,5,SAM 5:1,0.002983,6.937400e-03,0.19
15.00,0.9923,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9923,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9923,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
105.00,0.9923,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.11746333e-02,1.58350012e-02,2.72015619e-03,1.20622164e-02,4.250111e-01,20.0000,1,141.2230,0.972871,4.969459e-03,NaN,1,NaN,9,SAM 4:1,-0.001569,2.012149e-03,0.21
135.00,0.9923,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.20935650e-02,1.56108856e-02,5.23598776e-03,1.20572847e-02,4.253136e-01,20.0000,1,142.3267,0.973467,1.154881e-02,NaN,1,NaN,3,SAM 4:1,-0.000973,7.285234e-03,0.19
165.00,0.9923,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.09230826e-02,1.79442519e-02,5.23598776e-03,1.20283971e-02,4.217570e-01,20.0000,1,144.6774,0.968815,7.075073e-03,NaN,1,NaN,5,SAM 5:1,0.002964,5.375626e-03,0.20
15.00,0.9961,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.9961,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.9961,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
105.00,0.9961,20.0,5.0000,1.0e-03,-1,5.23598776e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
135.00,0.9961,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.02204196e-02,1.77981697e-02,4.61676775e-03,1.20436623e-02,4.210370e-01,20.0000,1,142.2906,0.968992,1.261582e-02,NaN,1,NaN,5,SAM 5:1,0.003141,1.134553e-03,0.20
165.00,0.9961,20.0,5.0000,1.0e-03,-1,5.23598776e-03,cycling,1.14816631e-02,1.59146096e-02,5.23598776e-03,1.20190198e-02,4.224203e-01,20.0000,1,146.2076,0.969009,8.996720e-03,NaN,1,NaN,3,SAM 5:1,0.003158,2.740787e-03,0.20
15.00,0.3433,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.89431973e-03,4.03036708e-03,6.01679929e-04,2.97673478e-03,7.357057e-01,20.0000,1,179.7131,0.483208,2.821057e-03,NaN,1,NaN,148,LAM 3:5,0.012273,3.730562e-01,1.65
45.00,0.3433,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.84287805e-03,4.08459542e-03,6.01206324e-04,2.97495480e-03,7.409299e-01,20.0000,1,179.7748,0.479842,3.248779e-03,NaN,1,NaN,160,LAM 3:5,0.008907,2.967288e-01,1.97
75.00,0.3433,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.26198326e-02,1.82189939e-02,7.33844181e-04,1.20026651e-02,4.242487e-01,20.0000,1,148.5535,0.969802,7.733366e-03,NaN,1,NaN,24,SAM 5:1,0.003951,6.564576e-04,0.20
105.00,0.3433,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.16550134e-02,1.48406709e-02,5.88196149e-04,1.20602517e-02,4.255223e-01,20.0000,1,141.7297,0.973273,1.484317e-02,NaN,1,NaN,22,SAM 4:1,-0.001167,1.710288e-03,0.30
135.00,0.3433,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.35357309e-02,1.48428878e-02,4.97965635e-04,1.19921251e-02,4.261699e-01,20.0000,1,149.8775,0.970739,1.435598e-02,NaN,1,NaN,34,SAM 4:1,-0.003702,2.616081e-03,0.37
165.00,0.3433,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,3.15802948e-03,4.03573038e-03,5.19299831e-04,2.77732277e-03,7.878337e-01,20.0000,1,179.7775,0.274668,1.374970e-02,NaN,1,NaN,147,LAM 2:5,-0.010877,2.668393e-01,1.77
15.00,0.4120,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.33000038e-02,2.07007661e-02,6.41970494e-04,1.20420527e-02,4.268526e-01,20.0000,1,144.8540,0.973335,4.189119e-03,NaN,1,NaN,37,SAM 4:1,-0.001105,3.109430e-03,0.21
45.00,0.4120,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.35651594e-02,2.13762177e-02,8.20655682e-04,1.19919014e-02,4.263760e-01,20.0000,1,149.9137,0.970772,4.885855e-03,NaN,1,NaN,27,SAM 4:1,-0.003668,1.420396e-04,0.20
75.00,0.4120,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.41302467e-02,2.09934148e-02,7.97834796e-04,1.20174591e-02,4.268742e-01,20.0000,1,148.1783,0.972549,2.516439e-03,NaN,1,NaN,25,SAM 4:1,-0.001891,6.839996e-03,0.21
105.00,0.4120,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.77449536e-03,4.02114167e-03,1.27696064e-03,2.96172041e-03,7.299853e-01,20.0000,1,179.8206,0.419087,3.147100e-03,NaN,1,NaN,136,LAM 1:2,0.035755,3.952779e-01,1.60
135.00,0.4120,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.00122216e-02,1.48454911e-02,6.98471825e-04,1.20530726e-02,4.223215e-01,20.0000,1,141.1654,0.969678,2.148304e-01,NaN,1,NaN,19,SAM 5:1,0.003827,4.301342e-03,0.27
165.00,0.4120,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.05545466e-02,1.48470999e-02,8.30001073e-04,1.20355796e-02,4.216814e-01,20.0000,1,143.5082,0.968806,4.598378e-03,NaN,1,NaN,19,SAM 5:1,0.002955,3.091975e-03,0.26
15.00,0.4807,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.42076550e-02,2.10548843e-02,7.98496063e-04,1.20122711e-02,4.284605e-01,20.0000,1,148.7633,0.972368,6.674547e-03,NaN,1,NaN,26,SAM 4:1,-0.002072,6.634859e-03,0.20
45.00,0.4807,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.30355763e-02,1.48447757e-02,7.12153381e-04,1.19973545e-02,4.240571e-01,20.0000,1,149.2003,0.970198,9.257584e-03,NaN,1,NaN,14,SAM 4:1,-0.004242,3.053863e-03,0.20
75.00,0.4807,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.07112463e-02,1.48439038e-02,6.27833471e-04,1.20626707e-02,4.249812e-01,20.0000,1,140.8726,0.972231,2.443630e-03,NaN,1,NaN,14,SAM 4:1,-0.002209,3.225503e-03,0.20
105.00,0.4807,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.75783246e-03,4.02730085e-03,1.32712011e-03,2.96387614e-03,7.474274e-01,20.0000,1,179.7973,0.466042,3.083764e-03,NaN,1,NaN,137,LAM 3:5,-0.004893,3.337347e-01,1.59
135.00,0.4807,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.01563701e-02,1.58203340e-02,1.24193382e-03,1.20456294e-02,4.219746e-01,20.0000,1,142.0226,0.969081,8.799214e-03,NaN,1,NaN,20,SAM 5:1,0.003231,5.903365e-03,0.27
165.00,0.4807,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.42060086e-02,1.63842682e-02,1.04833127e-03,1.20124085e-02,4.284392e-01,20.0000,1,148.7485,0.972373,6.445362e-03,NaN,1,NaN,32,SAM 4:1,-0.002067,5.202928e-03,0.28
15.00,0.5493,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.05563736e-02,1.91874362e-02,6.33076590e-04,1.20355408e-02,4.216659e-01,20.0000,1,143.5144,0.968805,8.370546e-03,NaN,1,NaN,15,SAM 5:1,0.002955,6.765855e-03,0.20
45.00,0.5493,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.26734836e-02,1.48450955e-02,9.21577714e-04,1.20019557e-02,4.254013e-01,20.0000,1,148.6421,0.969850,1.214352e-02,NaN,1,NaN,13,SAM 5:1,0.004000,3.840739e-03,0.29
75.00,0.5493,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.35303640e-02,1.76882147e-02,9.98165725e-04,1.19921674e-02,4.261001e-01,20.0000,1,149.8708,0.970732,1.922398e-03,NaN,1,NaN,15,SAM 4:1,-0.003708,1.637925e-03,0.24
105.00,0.5493,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.01169152e-02,1.94915669e-02,1.36126262e-03,1.20470006e-02,4.231382e-01,20.0000,1,141.8446,0.969158,1.881376e-03,NaN,1,NaN,15,SAM 5:1,0.003307,4.721158e-03,0.19
135.00,0.5493,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,2.12714585e-03,4.02373180e-03,1.57752828e-03,2.92491403e-03,7.473817e-01,20.0000,1,179.8324,0.285236,1.206148e-02,NaN,1,NaN,130,LAM 2:5,-0.000310,4.285889e-01,1.64
165.00,0.5493,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.99377326e-03,4.01025566e-03,1.61402492e-03,2.94049873e-03,7.492379e-01,20.0000,1,179.8415,0.307176,8.329524e-03,NaN,1,NaN,141,LAM 2:5,0.021631,4.285889e-01,1.77
15.00,0.6180,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.00712481e-02,1.95408979e-02,1.04423957e-03,1.20488643e-02,4.234680e-01,20.0000,1,141.6159,0.969282,9.630797e-03,NaN,1,NaN,13,SAM 5:1,0.003431,4.368533e-03,0.51
45.00,0.6180,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.28467715e-02,1.80999643e-02,1.12640628e-03,1.19997076e-02,4.254094e-01,20.0000,1,148.9174,0.970012,1.421801e-02,NaN,1,NaN,13,SAM 5:1,0.004161,1.205488e-04,0.20
75.00,0.6180,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.42622192e-02,1.69065295e-02,1.17480593e-03,1.20040923e-02,4.275203e-01,20.0000,1,149.5753,0.972066,2.920082e-03,NaN,1,NaN,11,SAM 4:1,-0.002374,7.265097e-03,0.22
105.00,0.6180,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.38635320e-02,1.74624352e-02,1.41493246e-03,1.19907705e-02,4.259594e-01,20.0000,1,150.2331,0.971137,2.970290e-03,NaN,1,NaN,11,SAM 4:1,-0.003303,3.301297e-03,0.20
135.00,0.6180,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.41780290e-02,2.10318551e-02,1.61772106e-03,1.20145126e-02,4.275190e-01,20.0000,1,148.5165,0.972447,1.431843e-02,NaN,1,NaN,17,SAM 4:1,-0.001993,6.919295e-03,0.19
165.00,0.6180,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.25720449e-02,2.12993632e-02,1.59764185e-03,1.20033018e-02,4.227880e-01,20.0000,1,148.4732,0.969760,9.681004e-03,NaN,1,NaN,17,SAM 5:1,0.003909,6.774453e-03,0.19
15.00,0.6867,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.23148179e-02,1.83432284e-02,1.00985162e-03,1.20067998e-02,4.252610e-01,20.0000,1,148.0162,0.969546,1.073611e-02,NaN,1,NaN,13,SAM 5:1,0.003695,1.475200e-03,0.20
45.00,0.6867,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.35221815e-02,1.48435828e-02,1.08159720e-03,1.19922328e-02,4.259750e-01,20.0000,1,149.8606,0.970723,1.596046e-02,NaN,1,NaN,11,SAM 4:1,-0.003717,4.201573e-03,0.20
75.00,0.6867,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.41052792e-02,1.72374346e-02,1.18272362e-03,1.19929632e-02,4.272526e-01,20.0000,1,150.3153,0.971497,3.571568e-03,NaN,1,NaN,11,SAM 4:1,-0.002943,5.072433e-03,0.20
105.00,0.6867,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.40660080e-02,1.48466961e-02,1.49690458e-03,1.19922403e-02,4.288006e-01,20.0000,1,150.3270,0.971429,3.665771e-03,NaN,1,NaN,11,SAM 4:1,-0.003011,5.092299e-03,0.19
135.00,0.6867,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.16302348e-02,1.86483415e-02,1.68309348e-03,1.20167192e-02,4.244055e-01,20.0000,1,146.5700,0.969086,1.614887e-02,NaN,1,NaN,13,SAM 5:1,0.003235,3.583833e-03,0.30
165.00,0.6867,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.06076544e-02,1.91593198e-02,1.69736476e-03,1.20344693e-02,4.209283e-01,20.0000,1,143.6857,0.968798,1.083031e-02,NaN,1,NaN,13,SAM 5:1,0.002947,6.951168e-03,0.31
15.00,0.7554,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.7554,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.42607249e-02,1.68882323e-02,1.03018810e-03,1.20050173e-02,4.281352e-01,20.0000,1,149.4915,0.972102,1.777058e-02,NaN,1,NaN,10,SAM 4:1,-0.002338,7.084347e-03,0.34
75.00,0.7554,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.38229489e-02,1.48443402e-02,1.00717781e-03,1.20296954e-02,4.275295e-01,20.0000,1,146.6288,0.972960,4.004047e-03,NaN,1,NaN,10,SAM 4:1,-0.001480,5.249632e-03,0.34
105.00,0.7554,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.13230873e-02,1.48467635e-02,1.54797537e-03,1.20617560e-02,4.259575e-01,20.0000,1,141.3641,0.973020,4.118099e-03,NaN,1,NaN,10,SAM 4:1,-0.001421,4.596666e-03,0.31
135.00,0.7554,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.38132612e-02,1.75057748e-02,1.74532925e-03,1.19907685e-02,4.262396e-01,20.0000,1,150.1883,0.971072,1.799868e-02,NaN,1,NaN,10,SAM 4:1,-0.003368,3.007268e-03,0.25
165.00,0.7554,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.34066132e-02,1.77845481e-02,1.74532925e-03,1.19932551e-02,4.253175e-01,20.0000,1,149.7128,0.970593,1.206132e-02,NaN,1,NaN,12,SAM 4:1,-0.003847,1.166940e-03,0.21
15.00,0.8240,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.8240,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.38243418e-02,1.74966496e-02,1.18638302e-03,1.19907602e-02,4.256825e-01,20.0000,1,150.1986,0.971086,2.012978e-02,NaN,1,NaN,8,SAM 4:1,-0.003354,3.070567e-03,0.20
75.00,0.8240,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.40962542e-02,1.66451685e-02,1.26557827e-03,1.20192547e-02,4.271375e-01,20.0000,1,147.9651,0.972611,4.169705e-03,NaN,1,NaN,8,SAM 4:1,-0.001829,4.396945e-03,0.20
105.00,0.8240,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.00921659e-02,1.48400022e-02,1.51404276e-03,1.20479603e-02,4.235985e-01,20.0000,1,141.7248,0.969219,4.290887e-03,NaN,1,3.05766231e-03,8,SAM 5:1,0.003368,5.116503e-03,0.20
135.00,0.8240,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.42249263e-02,1.67704129e-02,1.74532925e-03,1.20106941e-02,4.283429e-01,20.0000,1,148.9313,0.972312,2.037214e-02,NaN,1,NaN,8,SAM 4:1,-0.002128,5.873830e-03,0.19
165.00,0.8240,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.42504027e-02,1.69889346e-02,1.74532925e-03,1.19999631e-02,4.285609e-01,20.0000,1,149.9184,0.971895,1.375182e-02,NaN,1,NaN,8,SAM 4:1,-0.002545,7.069190e-03,0.19
15.00,0.8927,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
45.00,0.8927,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
75.00,0.8927,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.23376929e-02,1.60943001e-02,1.54299123e-03,1.20551269e-02,4.263892e-01,20.0000,1,142.7217,0.973516,3.094353e-03,NaN,1,NaN,5,SAM 4:1,-0.000924,1.937639e-04,0.20
105.00,0.8927,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.09845934e-02,1.48464178e-02,1.74532925e-03,1.20272933e-02,4.229173e-01,20.0000,1,144.8594,0.968828,3.215883e-03,NaN,1,NaN,5,SAM 5:1,0.002977,6.172118e-03,0.21
135.00,0.8927,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.29083572e-02,1.62071067e-02,1.74532925e-03,1.20484193e-02,4.258153e-01,20.0000,1,143.8563,0.973479,2.409862e-02,NaN,1,NaN,5,SAM 4:1,-0.000961,5.225504e-04,0.29
165.00,0.8927,60.0,5.0000,1.0e-03,-1,1.74532925e-03,cycling,1.36587652e-02,1.64178807e-02,1.74532925e-03,1.20342605e-02,4.266835e-01,20.0000,1,145.9969,0.973106,1.676780e-02,NaN,1,NaN,5,SAM 4:1,-0.001334,2.282785e-03,0.22
15.00,0.9652,60.0,5.0000,1.0e-03,-1,1.74532925e-03,error,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,1,NaN,-1,- 0:0,NaN,NaN,NaN
