beta0_deg,Id0_over_Is,Pe_min,J,mu_over_J,sigma,omega_e0,fate,omega_e_final,omega_e_peak,omega_e_min,omega_e_tailmean,ripple,t_end_yr,reached_horizon,beta_final_deg,Id_final_over_Is,eps_beta_max,t_domain_exit_yr,in_domain,omega_e_tailmean_numeric,n_resonance_crossings,nearest_resonance,d_to_resonance,min_d_separatrix,wall_s
75.00,0.7554,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214039e-02,7.60637209e-02,2.87337509e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,2.755713e-03,NaN,1,NaN,28,SAM 5:1,0.002832,1.025154e-03,0.08
105.00,0.7554,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.87980968e-02,4.01600688e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.665663e-02,NaN,1,NaN,10,SAM 5:1,0.002832,1.699179e-04,0.07
135.00,0.7554,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214038e-02,8.28349614e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.999853e-03,NaN,1,NaN,14,SAM 5:1,0.002832,9.266123e-04,0.07
165.00,0.7554,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,8.36821079e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.340147e-03,NaN,1,NaN,14,SAM 5:1,0.002832,1.274377e-03,0.08
15.00,0.8240,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,2.04682366e-01,3.30655831e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,1.514515e-03,NaN,1,NaN,20,SAM 5:1,0.002832,8.284883e-04,0.07
45.00,0.8240,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60504873e-02,3.53838446e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,2.236642e-03,NaN,1,NaN,28,SAM 5:1,0.002832,5.853101e-04,0.08
75.00,0.8240,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60821181e-02,3.57109004e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,9.320359e-04,NaN,1,NaN,28,SAM 5:1,0.002832,6.451011e-04,0.07
105.00,0.8240,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,1.01766048e-01,4.37522441e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,6.347272e-03,NaN,1,NaN,12,SAM 5:1,0.002832,1.033964e-03,0.08
135.00,0.8240,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214038e-02,7.74902952e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,2.263571e-03,NaN,1,NaN,16,SAM 5:1,0.002832,1.260300e-03,0.06
165.00,0.8240,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.93477152e-02,5.23598776e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,1.527980e-03,NaN,1,NaN,16,SAM 5:1,0.002832,6.384754e-04,0.07
15.00,0.8927,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214038e-02,1.20576630e-01,3.94027739e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.849586e-03,NaN,1,NaN,21,SAM 5:1,0.002832,1.809513e-03,0.07
45.00,0.8927,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,3.57081810e-03,9.54015961e-01,9.106562e-02,3.3791,0,82.2750,1.000000,1.172829e-02,NaN,1,NaN,6,SAM 4:1,0.025560,2.030314e-02,0.02
75.00,0.8927,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60497788e-02,3.57679581e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.238143e-03,NaN,1,NaN,21,SAM 5:1,0.002832,4.990655e-04,0.08
105.00,0.8927,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,1.13105741e-01,5.12329257e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.649704e-03,NaN,1,NaN,11,SAM 5:1,0.002832,2.489489e-05,0.08
135.00,0.8927,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60414621e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,2.677625e-03,NaN,1,NaN,15,SAM 5:1,0.002832,1.529705e-04,0.06
165.00,0.8927,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.61528385e-02,5.23598776e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,1.863089e-03,NaN,1,NaN,17,SAM 5:1,0.002832,4.154635e-04,0.06
15.00,0.9652,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.08810095e-03,9.55691246e-01,8.831938e-02,3.3556,0,83.5208,1.000000,4.144730e-03,NaN,1,NaN,2,SAM 4:1,0.025560,4.017948e-03,0.01
45.00,0.9652,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.58626342e-01,8.051908e-02,3.3207,0,83.6478,1.000000,4.171676e-03,NaN,1,NaN,2,SAM 4:1,0.025560,4.017948e-03,0.01
75.00,0.9652,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.78372825e-02,5.23598776e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,1.633911e-02,NaN,1,NaN,13,SAM 5:1,0.002832,1.430268e-03,0.05
105.00,0.9652,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214039e-02,2.66772861e-01,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.463134e-02,NaN,1,NaN,13,SAM 5:1,0.002832,4.272784e-04,0.05
135.00,0.9652,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.65388833e-02,5.23598776e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,7.561393e-04,NaN,1,NaN,15,SAM 5:1,0.002832,9.629004e-04,0.05
165.00,0.9652,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60777637e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,3.199433e-03,NaN,1,NaN,17,SAM 5:1,0.002832,5.531108e-04,0.05
15.00,0.9691,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55640551e-01,8.849809e-02,3.3571,0,83.5555,1.000000,3.669458e-03,NaN,1,NaN,1,SAM 4:1,0.025560,8.035896e-03,0.01
45.00,0.9691,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.57988235e-01,8.194796e-02,3.3273,0,83.4271,1.000000,5.978330e-03,NaN,1,NaN,1,SAM 4:1,0.025560,8.035896e-03,0.01
75.00,0.9691,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.63683870e-02,4.91284394e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.902005e-02,NaN,1,NaN,16,SAM 5:1,0.002832,2.107661e-05,0.05
105.00,0.9691,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214039e-02,2.62434931e-01,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.764824e-02,NaN,1,NaN,14,SAM 5:1,0.002832,1.924315e-04,0.05
135.00,0.9691,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.64680750e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,3.234712e-03,NaN,1,NaN,16,SAM 5:1,0.002832,5.398145e-04,0.05
165.00,0.9691,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60709561e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,2.226318e-03,NaN,1,NaN,18,SAM 5:1,0.002832,2.197604e-04,0.05
15.00,0.9730,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55595207e-01,8.866223e-02,3.3585,0,83.5901,1.000000,3.311294e-03,NaN,1,NaN,1,SAM 4:1,0.025560,1.205384e-02,0.01
45.00,0.9730,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.57447772e-01,8.318685e-02,3.3333,0,83.2617,1.000000,7.149412e-03,NaN,1,NaN,1,SAM 4:1,0.025560,1.205384e-02,0.01
75.00,0.9730,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60837323e-02,4.57724672e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,1.915690e-02,NaN,1,NaN,16,SAM 5:1,0.002832,1.187632e-04,0.05
105.00,0.9730,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.91148282e-02,5.23598776e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,1.811324e-02,NaN,1,NaN,14,SAM 5:1,0.002832,3.002777e-04,0.05
135.00,0.9730,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.63437280e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,5.062092e-03,NaN,1,NaN,16,SAM 5:1,0.002832,1.181423e-05,0.05
165.00,0.9730,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60741954e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.045362e-03,NaN,1,NaN,18,SAM 5:1,0.002832,2.819906e-04,0.05
15.00,0.9768,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55555790e-01,8.881129e-02,3.3598,0,83.6252,1.000000,3.026122e-03,NaN,1,NaN,0,SAM 4:1,0.025560,1.607179e-02,0.01
45.00,0.9768,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.57001277e-01,8.424070e-02,3.3385,0,83.1479,1.000000,8.051032e-03,NaN,1,NaN,0,SAM 4:1,0.025560,1.607179e-02,0.01
75.00,0.9768,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60806410e-02,4.65631199e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.784286e-02,NaN,1,NaN,19,SAM 5:1,0.002832,6.549127e-04,0.05
105.00,0.9768,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.62098162e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.711972e-02,NaN,1,NaN,17,SAM 5:1,0.002832,1.205781e-03,0.05
135.00,0.9768,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.61825305e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,6.604757e-03,NaN,1,NaN,17,SAM 5:1,0.002832,1.256154e-03,0.04
165.00,0.9768,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60710959e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,3.187243e-04,NaN,1,NaN,19,SAM 5:1,0.002832,3.227108e-04,0.05
15.00,0.9807,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55521930e-01,8.894669e-02,3.3610,0,83.6612,1.000000,2.791262e-03,NaN,1,NaN,0,SAM 4:1,0.025560,2.008974e-02,0.01
45.00,0.9807,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.56637412e-01,8.513522e-02,3.3430,0,83.0816,1.000000,8.801601e-03,NaN,1,NaN,0,SAM 4:1,0.025560,2.008974e-02,0.01
75.00,0.9807,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60563865e-02,4.60452043e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.551637e-02,NaN,1,NaN,21,SAM 5:1,0.002832,6.292948e-04,0.05
105.00,0.9807,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60720242e-02,5.14244106e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.510631e-02,NaN,1,NaN,19,SAM 5:1,0.002832,5.006474e-04,0.05
135.00,0.9807,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60952113e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,7.981474e-03,NaN,1,NaN,17,SAM 5:1,0.002832,1.022191e-04,0.05
165.00,0.9807,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60748915e-02,5.23598776e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,1.835339e-03,NaN,1,NaN,19,SAM 5:1,0.002832,2.688912e-04,0.05
15.00,0.9845,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55493010e-01,8.907030e-02,3.3622,0,83.6980,1.000000,3.583851e-03,NaN,1,NaN,0,SAM 4:1,0.025560,2.410769e-02,0.01
45.00,0.9845,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.56348876e-01,8.588982e-02,3.3468,0,83.0620,1.000000,9.455098e-03,NaN,1,NaN,0,SAM 4:1,0.025560,2.410769e-02,0.01
75.00,0.9845,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.72072878e-01,5.187650e-02,3.2349,0,89.0576,1.000000,1.241853e-02,NaN,1,NaN,0,SAM 4:1,0.025560,2.410769e-02,0.01
105.00,0.9845,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60766499e-02,4.40873833e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,1.231427e-02,NaN,1,NaN,21,SAM 5:1,0.002832,7.945338e-04,0.05
135.00,0.9845,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60659740e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,9.246570e-03,NaN,1,NaN,17,SAM 5:1,0.002832,2.986899e-04,0.04
165.00,0.9845,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60758306e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,3.479587e-03,NaN,1,NaN,19,SAM 5:1,0.002832,2.311013e-04,0.05
15.00,0.9884,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55468378e-01,8.918405e-02,3.3632,0,83.7358,1.000000,5.037128e-03,NaN,1,NaN,0,SAM 4:1,0.025560,2.812564e-02,0.01
45.00,0.9884,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.56130519e-01,8.652023e-02,3.3497,0,83.0893,1.000000,1.004081e-02,NaN,1,NaN,0,SAM 4:1,0.025560,2.812564e-02,0.01
75.00,0.9884,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.59334465e-01,7.917478e-02,3.3106,0,84.0449,1.000000,8.704357e-03,NaN,1,NaN,0,SAM 4:1,0.025560,2.812564e-02,0.01
105.00,0.9884,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.61997518e-02,3.60035844e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,8.898788e-03,NaN,1,NaN,21,SAM 5:1,0.002832,1.207445e-03,0.05
135.00,0.9884,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60761033e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.042967e-02,NaN,1,NaN,19,SAM 5:1,0.002832,5.120026e-04,0.04
165.00,0.9884,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60828810e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,5.231559e-03,NaN,1,NaN,19,SAM 5:1,0.002832,1.005097e-03,0.04
15.00,0.9923,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55447419e-01,8.928969e-02,3.3641,0,83.7746,1.000000,6.588888e-03,NaN,1,NaN,0,SAM 4:1,0.025560,3.214359e-02,0.01
45.00,0.9923,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55974188e-01,8.704745e-02,3.3516,0,83.1616,1.000000,1.057644e-02,NaN,1,NaN,0,SAM 4:1,0.025560,3.214359e-02,0.01
75.00,0.9923,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.57783092e-01,8.262916e-02,3.3274,0,83.4990,1.000000,4.483274e-03,NaN,1,NaN,0,SAM 4:1,0.025560,3.214359e-02,0.01
105.00,0.9923,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,8.31020448e-02,2.66631018e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,4.969459e-03,NaN,1,NaN,25,SAM 5:1,0.002832,8.464678e-04,0.05
135.00,0.9923,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60819389e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.154881e-02,NaN,1,NaN,21,SAM 5:1,0.002832,5.818796e-04,0.05
165.00,0.9923,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60878198e-02,5.23598776e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,7.075073e-03,NaN,1,NaN,19,SAM 5:1,0.002832,5.264879e-04,0.05
15.00,0.9961,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55429571e-01,8.938881e-02,3.3649,0,83.8146,1.000000,8.225559e-03,NaN,1,NaN,0,SAM 4:1,0.025560,3.616153e-02,0.01
45.00,0.9961,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.55862690e-01,8.750719e-02,3.3524,0,83.2689,1.000000,1.107350e-02,NaN,1,NaN,0,SAM 4:1,0.025560,3.616153e-02,0.01
75.00,0.9961,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.56841676e-01,8.491321e-02,3.3382,0,83.3010,1.000000,1.625710e-04,NaN,1,NaN,0,SAM 4:1,0.025560,3.616153e-02,0.01
105.00,0.9961,20.0,0.5000,1.0e-03,-1,5.23598776e-03,spinup,1.00000000e+00,1.00000000e+00,5.23598776e-03,9.60440668e-01,7.694294e-02,3.2964,0,84.5822,1.000000,4.004810e-03,NaN,1,NaN,0,SAM 4:1,0.025560,3.616153e-02,0.01
135.00,0.9961,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60883640e-02,4.65790195e-03,7.06237099e-02,9.662098e-02,20.0000,1,132.0913,0.968683,1.261582e-02,NaN,1,NaN,21,SAM 5:1,0.002832,7.623745e-04,0.05
165.00,0.9961,20.0,0.5000,1.0e-03,-1,5.23598776e-03,cycling,7.45214040e-02,7.60507892e-02,5.23598776e-03,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,8.996720e-03,NaN,1,NaN,21,SAM 5:1,0.002832,4.972497e-04,0.05
15.00,0.3433,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,7.90274223e-02,7.06802023e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,7.853164e-03,NaN,1,NaN,44,SAM 5:1,0.002832,7.837248e-04,0.29
45.00,0.3433,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,1.01337900e-01,1.48603832e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,5.502586e-01,NaN,1,NaN,74,SAM 5:1,0.002832,6.931623e-04,0.73
75.00,0.3433,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,7.54485646e-02,4.55374685e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,2.773928e+00,1.2030,0,NaN,76,SAM 5:1,0.002832,2.880121e-04,0.32
105.00,0.3433,60.0,0.5000,1.0e-03,-1,1.74532925e-03,despin,1.00000000e-08,4.51596234e-03,1.00000000e-08,2.82916530e-04,3.054891e+00,3.6493,0,75.2271,0.932642,1.619866e+08,3.5395,0,NaN,184,LAM 3:1,-0.003882,2.826044e-02,3.31
135.00,0.3433,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214039e-02,8.15578628e-02,1.02573153e-05,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,5.810912e-01,NaN,1,NaN,56,SAM 5:1,0.002832,2.147316e-04,1.47
165.00,0.3433,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,1.88779402e-01,6.71121361e-05,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,8.849994e-01,NaN,1,NaN,86,SAM 5:1,0.002832,2.733797e-04,1.46
15.00,0.4120,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214039e-02,1.14151456e-01,4.57878059e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,2.250273e-02,NaN,1,NaN,59,SAM 5:1,0.002832,6.551051e-04,0.24
45.00,0.4120,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,8.70128283e-02,5.28280458e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,2.629838e-02,NaN,1,NaN,69,SAM 5:1,0.002832,4.820408e-04,0.27
75.00,0.4120,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214039e-02,7.60421852e-02,8.04271689e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,3.469018e-03,NaN,1,NaN,69,SAM 5:1,0.002832,5.319337e-04,0.24
105.00,0.4120,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,1.13316039e-01,1.86710526e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,5.564908e-02,NaN,1,NaN,97,SAM 5:1,0.002832,8.113861e-04,0.84
135.00,0.4120,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,8.29588735e-02,6.76543081e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,7.333599e-03,NaN,1,NaN,19,SAM 5:1,0.002832,5.544703e-04,0.10
165.00,0.4120,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,1.20627419e-01,7.37969566e-05,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,2.771928e+00,2.5564,0,NaN,71,SAM 5:1,0.002832,1.794746e-04,1.02
15.00,0.4807,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,1.88058037e-01,5.27608856e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,6.674547e-03,NaN,1,NaN,26,SAM 5:1,0.002832,4.036559e-05,0.07
45.00,0.4807,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214039e-02,7.64437163e-02,7.47081793e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.012197e-02,NaN,1,NaN,94,SAM 5:1,0.002832,1.553901e-03,0.37
75.00,0.4807,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214039e-02,7.68253155e-02,9.65376730e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,3.883938e-03,NaN,1,NaN,78,SAM 5:1,0.002832,1.365917e-04,0.24
105.00,0.4807,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,7.67060357e-02,5.75737034e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.916021e-02,NaN,1,NaN,36,SAM 5:1,0.002832,6.320984e-04,0.29
135.00,0.4807,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214039e-02,7.70904652e-02,7.36865841e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.215754e-02,NaN,1,NaN,36,SAM 5:1,0.002832,1.247166e-04,0.26
165.00,0.4807,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214039e-02,7.65133878e-02,5.01903266e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.145828e-01,NaN,1,NaN,110,SAM 5:1,0.002832,8.192999e-04,0.45
15.00,0.5493,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,7.60619108e-02,9.40757773e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,8.370546e-03,NaN,1,NaN,63,SAM 5:1,0.002832,1.036452e-03,0.26
45.00,0.5493,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,7.60800594e-02,9.30175412e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,6.600567e-02,NaN,1,NaN,63,SAM 5:1,0.002832,3.932042e-04,0.26
75.00,0.5493,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214039e-02,7.66220337e-02,9.86136858e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,2.266303e-02,NaN,1,NaN,67,SAM 5:1,0.002832,1.329177e-03,0.25
105.00,0.5493,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214038e-02,2.80970176e-01,8.18720676e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.016305e-01,NaN,1,NaN,45,SAM 5:1,0.002832,1.719553e-04,0.36
135.00,0.5493,60.0,0.5000,1.0e-03,-1,1.74532925e-03,cycling,7.45214039e-02,7.55850569e-02,7.15311954e-04,7.06237099e-02,9.662097e-02,20.0000,1,132.0913,0.968683,1.686963e-01,NaN,1,NaN,25,SAM 5:1,0.002832,9.318828e-05,0.18
